Disability,Region,Population,age/ave_affected,age affection
Mobility Disability,Cordillera Administrative Region (CAR),848552,Age: 35–54,372.0
Self-Care Disability,Cordillera Administrative Region (CAR),848552,Age: 35–54,90.0
Visual Disability,Cordillera Administrative Region (CAR),848552,Age: 35–54,1659.0
Cognitive Disability,Cordillera Administrative Region (CAR),210669,Age: 35–54,263.0
Communication Disability,Cordillera Administrative Region (CAR),210669,Age: 35–54,102.0
Hearing Disability,Cordillera Administrative Region (CAR),210669,Age: 35–54,284.0
Mobility Disability,Cordillera Administrative Region (CAR),210669,Age: 35–54,277.0
Self-Care Disability,Cordillera Administrative Region (CAR),210669,Age: 35–54,77.0
Visual Disability,Cordillera Administrative Region (CAR),210669,Age: 35–54,937.0
Cognitive Disability,Cordillera Administrative Region (CAR),220230,Age: 35–54,423.0
Communication Disability,Cordillera Administrative Region (CAR),220230,Age: 35–54,110.0
Hearing Disability,Cordillera Administrative Region (CAR),220230,Age: 35–54,349.0
Mobility Disability,Cordillera Administrative Region (CAR),220230,Age: 35–54,385.0
Self-Care Disability,Cordillera Administrative Region (CAR),220230,Age: 35–54,94.0
Visual Disability,Cordillera Administrative Region (CAR),220230,Age: 35–54,1254.0
Cognitive Disability,Cordillera Administrative Region (CAR),156987,Age: 35–54,265.0
Communication Disability,Cordillera Administrative Region (CAR),156987,Age: 35–54,131.0
Hearing Disability,Cordillera Administrative Region (CAR),156987,Age: 35–54,250.0
Mobility Disability,Cordillera Administrative Region (CAR),156987,Age: 35–54,348.0
Self-Care Disability,Cordillera Administrative Region (CAR),156987,Age: 35–54,99.0
Visual Disability,Cordillera Administrative Region (CAR),156987,Age: 35–54,753.0
Cognitive Disability,MIMAROPA Region,241036,Age: 35–54,464.0
Communication Disability,MIMAROPA Region,241036,Age: 35–54,157.0
Hearing Disability,MIMAROPA Region,241036,Age: 35–54,325.0
Mobility Disability,MIMAROPA Region,241036,Age: 35–54,446.0
Self-Care Disability,MIMAROPA Region,241036,Age: 35–54,94.0
Visual Disability,MIMAROPA Region,241036,Age: 35–54,2577.0
Cognitive Disability,MIMAROPA Region,515134,Age: 35–54,376.0
Communication Disability,MIMAROPA Region,515134,Age: 35–54,111.0
Hearing Disability,MIMAROPA Region,515134,Age: 35–54,371.0
Mobility Disability,MIMAROPA Region,515134,Age: 35–54,346.0
Self-Care Disability,MIMAROPA Region,515134,Age: 35–54,81.0
Visual Disability,MIMAROPA Region,515134,Age: 35–54,2984.0
Cognitive Disability,MIMAROPA Region,901270,Age: 35–54,473.0
Communication Disability,MIMAROPA Region,901270,Age: 35–54,125.0
Hearing Disability,MIMAROPA Region,901270,Age: 35–54,349.0
Mobility Disability,MIMAROPA Region,901270,Age: 35–54,405.0
Self-Care Disability,MIMAROPA Region,901270,Age: 35–54,87.0
Visual Disability,MIMAROPA Region,901270,Age: 35–54,2952.0
Cognitive Disability,MIMAROPA Region,1216009,Age: 35–54,544.0
Communication Disability,MIMAROPA Region,1216009,Age: 35–54,116.0
Hearing Disability,MIMAROPA Region,1216009,Age: 35–54,453.0
Mobility Disability,MIMAROPA Region,1216009,Age: 35–54,385.0
Self-Care Disability,MIMAROPA Region,1216009,Age: 35–54,85.0
Visual Disability,MIMAROPA Region,1216009,Age: 35–54,3125.0
Cognitive Disability,MIMAROPA Region,301407,Age: 35–54,741.0
Communication Disability,MIMAROPA Region,301407,Age: 35–54,143.0
Hearing Disability,MIMAROPA Region,301407,Age: 35–54,428.0
Mobility Disability,MIMAROPA Region,301407,Age: 35–54,529.0
Self-Care Disability,MIMAROPA Region,301407,Age: 35–54,113.0
Visual Disability,MIMAROPA Region,301407,Age: 35–54,3685.0
Cognitive Disability,National Capital Region (NCR),1886920,Age: 35–54,212.0
Communication Disability,National Capital Region (NCR),1886920,Age: 35–54,100.0
Hearing Disability,National Capital Region (NCR),1886920,Age: 35–54,264.0
Mobility Disability,National Capital Region (NCR),1886920,Age: 35–54,296.0
Self-Care Disability,National Capital Region (NCR),1886920,Age: 35–54,74.0
Visual Disability,National Capital Region (NCR),1886920,Age: 35–54,2587.0
Cognitive Disability,National Capital Region (NCR),4015981,Age: 35–54,117.0
Communication Disability,National Capital Region (NCR),4015981,Age: 35–54,89.0
Hearing Disability,National Capital Region (NCR),4015981,Age: 35–54,158.0
Mobility Disability,National Capital Region (NCR),4015981,Age: 35–54,174.0
Self-Care Disability,National Capital Region (NCR),4015981,Age: 35–54,65.0
Visual Disability,National Capital Region (NCR),4015981,Age: 35–54,1663.0
Cognitive Disability,National Capital Region (NCR),4960933,Age: 35–54,113.0
Communication Disability,National Capital Region (NCR),4960933,Age: 35–54,91.0
Hearing Disability,National Capital Region (NCR),4960933,Age: 35–54,146.0
Mobility Disability,National Capital Region (NCR),4960933,Age: 35–54,190.0
Self-Care Disability,National Capital Region (NCR),4960933,Age: 35–54,67.0
Visual Disability,National Capital Region (NCR),4960933,Age: 35–54,1587.0
Cognitive Disability,National Capital Region (NCR),2940822,Age: 35–54,106.0
Communication Disability,National Capital Region (NCR),2940822,Age: 35–54,75.0
Hearing Disability,National Capital Region (NCR),2940822,Age: 35–54,188.0
Mobility Disability,National Capital Region (NCR),2940822,Age: 35–54,197.0
Self-Care Disability,National Capital Region (NCR),2940822,Age: 35–54,54.0
Visual Disability,National Capital Region (NCR),2940822,Age: 35–54,2290.0
Cognitive Disability,REGION XI (DAVAO REGION),774102,Age: 35–54,784.0
Communication Disability,REGION XI (DAVAO REGION),774102,Age: 35–54,122.0
Hearing Disability,REGION XI (DAVAO REGION),774102,Age: 35–54,373.0
Mobility Disability,REGION XI (DAVAO REGION),774102,Age: 35–54,425.0
Self-Care Disability,REGION XI (DAVAO REGION),774102,Age: 35–54,82.0
Visual Disability,REGION XI (DAVAO REGION),774102,Age: 35–54,2620.0
Cognitive Disability,REGION XI (DAVAO REGION),1056457,Age: 35–54,383.0
Communication Disability,REGION XI (DAVAO REGION),1056457,Age: 35–54,107.0
Hearing Disability,REGION XI (DAVAO REGION),1056457,Age: 35–54,276.0
Mobility Disability,REGION XI (DAVAO REGION),1056457,Age: 35–54,332.0
Self-Care Disability,REGION XI (DAVAO REGION),1056457,Age: 35–54,95.0
Visual Disability,REGION XI (DAVAO REGION),1056457,Age: 35–54,2289.0
Cognitive Disability,REGION XI (DAVAO REGION),2520852,Age: 35–54,217.0
Communication Disability,REGION XI (DAVAO REGION),2520852,Age: 35–54,104.0
Hearing Disability,REGION XI (DAVAO REGION),2520852,Age: 35–54,177.0
Mobility Disability,REGION XI (DAVAO REGION),2520852,Age: 35–54,213.0
Self-Care Disability,REGION XI (DAVAO REGION),2520852,Age: 35–54,68.0
Visual Disability,REGION XI (DAVAO REGION),2520852,Age: 35–54,1661.0
Cognitive Disability,REGION XI (DAVAO REGION),338925,Age: 35–54,666.0
Communication Disability,REGION XI (DAVAO REGION),338925,Age: 35–54,120.0
Hearing Disability,REGION XI (DAVAO REGION),338925,Age: 35–54,278.0
Mobility Disability,REGION XI (DAVAO REGION),338925,Age: 35–54,336.0
Self-Care Disability,REGION XI (DAVAO REGION),338925,Age: 35–54,88.0
Visual Disability,REGION XI (DAVAO REGION),338925,Age: 35–54,1575.0
Cognitive Disability,REGION XI (DAVAO REGION),600531,Age: 35–54,342.0
Communication Disability,REGION XI (DAVAO REGION),600531,Age: 35–54,84.0
Hearing Disability,REGION XI (DAVAO REGION),600531,Age: 35–54,239.0
Mobility Disability,REGION XI (DAVAO REGION),600531,Age: 35–54,298.0
Self-Care Disability,REGION XI (DAVAO REGION),600531,Age: 35–54,61.0
Visual Disability,REGION XI (DAVAO REGION),600531,Age: 35–54,1679.0
Cognitive Disability,REGION XII (SOCCSKSARGEN),1527149,Age: 35–54,307.0
Communication Disability,REGION XII (SOCCSKSARGEN),1527149,Age: 35–54,94.0
Hearing Disability,REGION XII (SOCCSKSARGEN),1527149,Age: 35–54,205.0
Mobility Disability,REGION XII (SOCCSKSARGEN),1527149,Age: 35–54,261.0
Self-Care Disability,REGION XII (SOCCSKSARGEN),1527149,Age: 35–54,70.0
Visual Disability,REGION XII (SOCCSKSARGEN),1527149,Age: 35–54,1438.0
Cognitive Disability,REGION XII (SOCCSKSARGEN),583791,Age: 35–54,2605.0
Communication Disability,REGION XII (SOCCSKSARGEN),583791,Age: 35–54,624.0
Hearing Disability,REGION XII (SOCCSKSARGEN),583791,Age: 35–54,1676.0
Mobility Disability,REGION XII (SOCCSKSARGEN),583791,Age: 35–54,1725.0
Self-Care Disability,REGION XII (SOCCSKSARGEN),583791,Age: 35–54,446.0
Visual Disability,REGION XII (SOCCSKSARGEN),583791,Age: 35–54,10266.0
Cognitive Disability,REGION XII (SOCCSKSARGEN),1644256,Age: 35–54,314.0
Communication Disability,REGION XII (SOCCSKSARGEN),1644256,Age: 35–54,93.0
Hearing Disability,REGION XII (SOCCSKSARGEN),1644256,Age: 35–54,203.0
Mobility Disability,REGION XII (SOCCSKSARGEN),1644256,Age: 35–54,269.0
Self-Care Disability,REGION XII (SOCCSKSARGEN),1644256,Age: 35–54,80.0
Visual Disability,REGION XII (SOCCSKSARGEN),1644256,Age: 35–54,1832.0
Cognitive Disability,REGION XII (SOCCSKSARGEN),855241,Age: 35–54,557.0
Communication Disability,REGION XII (SOCCSKSARGEN),855241,Age: 35–54,98.0
Hearing Disability,REGION XII (SOCCSKSARGEN),855241,Age: 35–54,264.0
Mobility Disability,REGION XII (SOCCSKSARGEN),855241,Age: 35–54,325.0
Self-Care Disability,REGION XII (SOCCSKSARGEN),855241,Age: 35–54,87.0
Visual Disability,REGION XII (SOCCSKSARGEN),855241,Age: 35–54,1561.0
Cognitive Disability,Region I (Ilocos Region),613421,Age: 35–54,178.0
Communication Disability,Region I (Ilocos Region),613421,Age: 35–54,111.0
Hearing Disability,Region I (Ilocos Region),613421,Age: 35–54,209.0
Mobility Disability,Region I (Ilocos Region),613421,Age: 35–54,246.0
Self-Care Disability,Region I (Ilocos Region),613421,Age: 35–54,67.0
Visual Disability,Region I (Ilocos Region),613421,Age: 35–54,1304.0
Cognitive Disability,Region I (Ilocos Region),715810,Age: 35–54,251.0
Communication Disability,Region I (Ilocos Region),715810,Age: 35–54,108.0
Hearing Disability,Region I (Ilocos Region),715810,Age: 35–54,348.0
Mobility Disability,Region I (Ilocos Region),715810,Age: 35–54,354.0
Self-Care Disability,Region I (Ilocos Region),715810,Age: 35–54,84.0
Visual Disability,Region I (Ilocos Region),715810,Age: 35–54,2467.0
Cognitive Disability,Region I (Ilocos Region),828194,Age: 35–54,205.0
Communication Disability,Region I (Ilocos Region),828194,Age: 35–54,108.0
Hearing Disability,Region I (Ilocos Region),828194,Age: 35–54,272.0
Mobility Disability,Region I (Ilocos Region),828194,Age: 35–54,303.0
Self-Care Disability,Region I (Ilocos Region),828194,Age: 35–54,79.0
Visual Disability,Region I (Ilocos Region),828194,Age: 35–54,1943.0
Cognitive Disability,Region I (Ilocos Region),3113382,Age: 35–54,198.0
Communication Disability,Region I (Ilocos Region),3113382,Age: 35–54,114.0
Hearing Disability,Region I (Ilocos Region),3113382,Age: 35–54,275.0
Mobility Disability,Region I (Ilocos Region),3113382,Age: 35–54,281.0
Self-Care Disability,Region I (Ilocos Region),3113382,Age: 35–54,76.0
Visual Disability,Region I (Ilocos Region),3113382,Age: 35–54,2353.0
Cognitive Disability,Region II (Cagayan Valley),17874,Age: 35–54,202.0
Communication Disability,Region II (Cagayan Valley),17874,Age: 35–54,118.0
Hearing Disability,Region II (Cagayan Valley),17874,Age: 35–54,331.0
Mobility Disability,Region II (Cagayan Valley),17874,Age: 35–54,359.0
Self-Care Disability,Region II (Cagayan Valley),17874,Age: 35–54,84.0
Visual Disability,Region II (Cagayan Valley),17874,Age: 35–54,1315.0
Cognitive Disability,Region II (Cagayan Valley),1273322,Age: 35–54,304.0
Communication Disability,Region II (Cagayan Valley),1273322,Age: 35–54,108.0
Hearing Disability,Region II (Cagayan Valley),1273322,Age: 35–54,361.0
Mobility Disability,Region II (Cagayan Valley),1273322,Age: 35–54,377.0
Self-Care Disability,Region II (Cagayan Valley),1273322,Age: 35–54,96.0
Visual Disability,Region II (Cagayan Valley),1273322,Age: 35–54,2461.0
Cognitive Disability,Region II (Cagayan Valley),1685739,Age: 35–54,351.0
Communication Disability,Region II (Cagayan Valley),1685739,Age: 35–54,119.0
Hearing Disability,Region II (Cagayan Valley),1685739,Age: 35–54,378.0
Mobility Disability,Region II (Cagayan Valley),1685739,Age: 35–54,422.0
Self-Care Disability,Region II (Cagayan Valley),1685739,Age: 35–54,77.0
Visual Disability,Region II (Cagayan Valley),1685739,Age: 35–54,3121.0
Cognitive Disability,Region II (Cagayan Valley),482894,Age: 35–54,344.0
Communication Disability,Region II (Cagayan Valley),482894,Age: 35–54,108.0
Hearing Disability,Region II (Cagayan Valley),482894,Age: 35–54,379.0
Mobility Disability,Region II (Cagayan Valley),482894,Age: 35–54,423.0
Self-Care Disability,Region II (Cagayan Valley),482894,Age: 35–54,94.0
Visual Disability,Region II (Cagayan Valley),482894,Age: 35–54,2221.0
Cognitive Disability,Region II (Cagayan Valley),197917,Age: 35–54,289.0
Communication Disability,Region II (Cagayan Valley),197917,Age: 35–54,99.0
Hearing Disability,Region II (Cagayan Valley),197917,Age: 35–54,346.0
Mobility Disability,Region II (Cagayan Valley),197917,Age: 35–54,346.0
Self-Care Disability,Region II (Cagayan Valley),197917,Age: 35–54,62.0
Visual Disability,Region II (Cagayan Valley),197917,Age: 35–54,1662.0
Cognitive Disability,Region III (Central Luzon),227530,Age: 35–54,254.0
Communication Disability,Region III (Central Luzon),227530,Age: 35–54,100.0
Hearing Disability,Region III (Central Luzon),227530,Age: 35–54,258.0
Mobility Disability,Region III (Central Luzon),227530,Age: 35–54,291.0
Self-Care Disability,Region III (Central Luzon),227530,Age: 35–54,61.0
Visual Disability,Region III (Central Luzon),227530,Age: 35–54,1347.0
Cognitive Disability,Region III (Central Luzon),836076,Age: 35–54,220.0
Communication Disability,Region III (Central Luzon),836076,Age: 35–54,88.0
Hearing Disability,Region III (Central Luzon),836076,Age: 35–54,273.0
Mobility Disability,Region III (Central Luzon),836076,Age: 35–54,309.0
Self-Care Disability,Region III (Central Luzon),836076,Age: 35–54,71.0
Visual Disability,Region III (Central Luzon),836076,Age: 35–54,2709.0
Cognitive Disability,Region III (Central Luzon),3646679,Age: 35–54,184.0
Communication Disability,Region III (Central Luzon),3646679,Age: 35–54,103.0
Hearing Disability,Region III (Central Luzon),3646679,Age: 35–54,256.0
Mobility Disability,Region III (Central Luzon),3646679,Age: 35–54,277.0
Self-Care Disability,Region III (Central Luzon),3646679,Age: 35–54,75.0
Visual Disability,Region III (Central Luzon),3646679,Age: 35–54,2875.0
Cognitive Disability,Region III (Central Luzon),2355414,Age: 35–54,181.0
Communication Disability,Region III (Central Luzon),2355414,Age: 35–54,106.0
Hearing Disability,Region III (Central Luzon),2355414,Age: 35–54,297.0
Mobility Disability,Region III (Central Luzon),2355414,Age: 35–54,300.0
Self-Care Disability,Region III (Central Luzon),2355414,Age: 35–54,81.0
Visual Disability,Region III (Central Luzon),2355414,Age: 35–54,3048.0
Cognitive Disability,Region III (Central Luzon),2893624,Age: 35–54,94.0
Communication Disability,Region III (Central Luzon),2893624,Age: 35–54,84.0
Hearing Disability,Region III (Central Luzon),2893624,Age: 35–54,135.0
Mobility Disability,Region III (Central Luzon),2893624,Age: 35–54,171.0
Self-Care Disability,Region III (Central Luzon),2893624,Age: 35–54,47.0
Visual Disability,Region III (Central Luzon),2893624,Age: 35–54,1402.0
Cognitive Disability,Region III (Central Luzon),1460137,Age: 35–54,137.0
Communication Disability,Region III (Central Luzon),1460137,Age: 35–54,96.0
Hearing Disability,Region III (Central Luzon),1460137,Age: 35–54,209.0
Mobility Disability,Region III (Central Luzon),1460137,Age: 35–54,233.0
Self-Care Disability,Region III (Central Luzon),1460137,Age: 35–54,63.0
Visual Disability,Region III (Central Luzon),1460137,Age: 35–54,1679.0
Cognitive Disability,Region III (Central Luzon),894254,Age: 35–54,246.0
Communication Disability,Region III (Central Luzon),894254,Age: 35–54,92.0
Hearing Disability,Region III (Central Luzon),894254,Age: 35–54,302.0
Mobility Disability,Region III (Central Luzon),894254,Age: 35–54,321.0
Self-Care Disability,Region III (Central Luzon),894254,Age: 35–54,70.0
Visual Disability,Region III (Central Luzon),894254,Age: 35–54,2859.0
Cognitive Disability,Region IV-A (CALABARZON),3033730,Age: 35–54,108.0
Communication Disability,Region IV-A (CALABARZON),3033730,Age: 35–54,84.0
Hearing Disability,Region IV-A (CALABARZON),3033730,Age: 35–54,165.0
Mobility Disability,Region IV-A (CALABARZON),3033730,Age: 35–54,222.0
Self-Care Disability,Region IV-A (CALABARZON),3033730,Age: 35–54,59.0
Visual Disability,Region IV-A (CALABARZON),3033730,Age: 35–54,1614.0
Cognitive Disability,Region IV-A (CALABARZON),4210866,Age: 35–54,119.0
Communication Disability,Region IV-A (CALABARZON),4210866,Age: 35–54,94.0
Hearing Disability,Region IV-A (CALABARZON),4210866,Age: 35–54,176.0
Mobility Disability,Region IV-A (CALABARZON),4210866,Age: 35–54,212.0
Self-Care Disability,Region IV-A (CALABARZON),4210866,Age: 35–54,62.0
Visual Disability,Region IV-A (CALABARZON),4210866,Age: 35–54,1810.0
Cognitive Disability,Region IV-A (CALABARZON),3343703,Age: 35–54,150.0
Communication Disability,Region IV-A (CALABARZON),3343703,Age: 35–54,103.0
Hearing Disability,Region IV-A (CALABARZON),3343703,Age: 35–54,198.0
Mobility Disability,Region IV-A (CALABARZON),3343703,Age: 35–54,219.0
Self-Care Disability,Region IV-A (CALABARZON),3343703,Age: 35–54,73.0
Visual Disability,Region IV-A (CALABARZON),3343703,Age: 35–54,1830.0
Cognitive Disability,Region IV-A (CALABARZON),2260033,Age: 35–54,420.0
Communication Disability,Region IV-A (CALABARZON),2260033,Age: 35–54,118.0
Hearing Disability,Region IV-A (CALABARZON),2260033,Age: 35–54,346.0
Mobility Disability,Region IV-A (CALABARZON),2260033,Age: 35–54,373.0
Self-Care Disability,Region IV-A (CALABARZON),2260033,Age: 35–54,81.0
Visual Disability,Region IV-A (CALABARZON),2260033,Age: 35–54,2583.0
Cognitive Disability,Region IV-A (CALABARZON),3208959,Age: 35–54,163.0
Communication Disability,Region IV-A (CALABARZON),3208959,Age: 35–54,90.0
Hearing Disability,Region IV-A (CALABARZON),3208959,Age: 35–54,205.0
Mobility Disability,Region IV-A (CALABARZON),3208959,Age: 35–54,219.0
Self-Care Disability,Region IV-A (CALABARZON),3208959,Age: 35–54,66.0
Visual Disability,Region IV-A (CALABARZON),3208959,Age: 35–54,2034.0
Cognitive Disability,Region IX (Zamboanga Peninsula),127728,Age: 35–54,136.0
Communication Disability,Region IX (Zamboanga Peninsula),127728,Age: 35–54,85.0
Hearing Disability,Region IX (Zamboanga Peninsula),127728,Age: 35–54,114.0
Mobility Disability,Region IX (Zamboanga Peninsula),127728,Age: 35–54,154.0
Self-Care Disability,Region IX (Zamboanga Peninsula),127728,Age: 35–54,113.0
Visual Disability,Region IX (Zamboanga Peninsula),127728,Age: 35–54,798.0
Cognitive Disability,Region IX (Zamboanga Peninsula),1047292,Age: 35–54,385.0
Communication Disability,Region IX (Zamboanga Peninsula),1047292,Age: 35–54,119.0
Hearing Disability,Region IX (Zamboanga Peninsula),1047292,Age: 35–54,283.0
Mobility Disability,Region IX (Zamboanga Peninsula),1047292,Age: 35–54,328.0
Self-Care Disability,Region IX (Zamboanga Peninsula),1047292,Age: 35–54,91.0
Visual Disability,Region IX (Zamboanga Peninsula),1047292,Age: 35–54,1901.0
Cognitive Disability,Region IX (Zamboanga Peninsula),1928337,Age: 35–54,287.0
Communication Disability,Region IX (Zamboanga Peninsula),1928337,Age: 35–54,110.0
Hearing Disability,Region IX (Zamboanga Peninsula),1928337,Age: 35–54,208.0
Mobility Disability,Region IX (Zamboanga Peninsula),1928337,Age: 35–54,260.0
Self-Care Disability,Region IX (Zamboanga Peninsula),1928337,Age: 35–54,98.0
Visual Disability,Region IX (Zamboanga Peninsula),1928337,Age: 35–54,1601.0
Cognitive Disability,Region IX (Zamboanga Peninsula),679404,Age: 35–54,581.0
Communication Disability,Region IX (Zamboanga Peninsula),679404,Age: 35–54,110.0
Hearing Disability,Region IX (Zamboanga Peninsula),679404,Age: 35–54,316.0
Mobility Disability,Region IX (Zamboanga Peninsula),679404,Age: 35–54,357.0
Self-Care Disability,Region IX (Zamboanga Peninsula),679404,Age: 35–54,83.0
Visual Disability,Region IX (Zamboanga Peninsula),679404,Age: 35–54,2570.0
Cognitive Disability,Region V (Bicol Region),1396088,Age: 35–54,250.0
Communication Disability,Region V (Bicol Region),1396088,Age: 35–54,130.0
Hearing Disability,Region V (Bicol Region),1396088,Age: 35–54,297.0
Mobility Disability,Region V (Bicol Region),1396088,Age: 35–54,361.0
Self-Care Disability,Region V (Bicol Region),1396088,Age: 35–54,79.0
Visual Disability,Region V (Bicol Region),1396088,Age: 35–54,2045.0
Cognitive Disability,Region V (Bicol Region),622514,Age: 35–54,433.0
Communication Disability,Region V (Bicol Region),622514,Age: 35–54,137.0
Hearing Disability,Region V (Bicol Region),622514,Age: 35–54,416.0
Mobility Disability,Region V (Bicol Region),622514,Age: 35–54,446.0
Self-Care Disability,Region V (Bicol Region),622514,Age: 35–54,89.0
Visual Disability,Region V (Bicol Region),622514,Age: 35–54,2448.0
Cognitive Disability,Region V (Bicol Region),2059495,Age: 35–54,438.0
Communication Disability,Region V (Bicol Region),2059495,Age: 35–54,130.0
Hearing Disability,Region V (Bicol Region),2059495,Age: 35–54,412.0
Mobility Disability,Region V (Bicol Region),2059495,Age: 35–54,430.0
Self-Care Disability,Region V (Bicol Region),2059495,Age: 35–54,91.0
Visual Disability,Region V (Bicol Region),2059495,Age: 35–54,2676.0
Cognitive Disability,Region V (Bicol Region),272941,Age: 35–54,503.0
Communication Disability,Region V (Bicol Region),272941,Age: 35–54,148.0
Hearing Disability,Region V (Bicol Region),272941,Age: 35–54,417.0
Mobility Disability,Region V (Bicol Region),272941,Age: 35–54,506.0
Self-Care Disability,Region V (Bicol Region),272941,Age: 35–54,87.0
Visual Disability,Region V (Bicol Region),272941,Age: 35–54,1960.0
Cognitive Disability,Region V (Bicol Region),937079,Age: 35–54,221.0
Communication Disability,Region V (Bicol Region),937079,Age: 35–54,101.0
Hearing Disability,Region V (Bicol Region),937079,Age: 35–54,210.0
Mobility Disability,Region V (Bicol Region),937079,Age: 35–54,278.0
Self-Care Disability,Region V (Bicol Region),937079,Age: 35–54,58.0
Visual Disability,Region V (Bicol Region),937079,Age: 35–54,1775.0
Cognitive Disability,Region V (Bicol Region),845718,Age: 35–54,318.0
Communication Disability,Region V (Bicol Region),845718,Age: 35–54,134.0
Hearing Disability,Region V (Bicol Region),845718,Age: 35–54,405.0
Mobility Disability,Region V (Bicol Region),845718,Age: 35–54,411.0
Self-Care Disability,Region V (Bicol Region),845718,Age: 35–54,79.0
Visual Disability,Region V (Bicol Region),845718,Age: 35–54,2711.0
Cognitive Disability,Region VI (Western Visayas),605584,Age: 35–54,511.0
Communication Disability,Region VI (Western Visayas),605584,Age: 35–54,132.0
Hearing Disability,Region VI (Western Visayas),605584,Age: 35–54,314.0
Mobility Disability,Region VI (Western Visayas),605584,Age: 35–54,398.0
Self-Care Disability,Region VI (Western Visayas),605584,Age: 35–54,104.0
Visual Disability,Region VI (Western Visayas),605584,Age: 35–54,2519.0
Cognitive Disability,Region VI (Western Visayas),612454,Age: 35–54,696.0
Communication Disability,Region VI (Western Visayas),612454,Age: 35–54,153.0
Hearing Disability,Region VI (Western Visayas),612454,Age: 35–54,447.0
Mobility Disability,Region VI (Western Visayas),612454,Age: 35–54,502.0
Self-Care Disability,Region VI (Western Visayas),612454,Age: 35–54,116.0
Visual Disability,Region VI (Western Visayas),612454,Age: 35–54,2495.0
Cognitive Disability,Region VI (Western Visayas),803083,Age: 35–54,454.0
Communication Disability,Region VI (Western Visayas),803083,Age: 35–54,127.0
Hearing Disability,Region VI (Western Visayas),803083,Age: 35–54,254.0
Mobility Disability,Region VI (Western Visayas),803083,Age: 35–54,329.0
Self-Care Disability,Region VI (Western Visayas),803083,Age: 35–54,92.0
Visual Disability,Region VI (Western Visayas),803083,Age: 35–54,1902.0
Cognitive Disability,Region VI (Western Visayas),185174,Age: 35–54,349.0
Communication Disability,Region VI (Western Visayas),185174,Age: 35–54,140.0
Hearing Disability,Region VI (Western Visayas),185174,Age: 35–54,198.0
Mobility Disability,Region VI (Western Visayas),185174,Age: 35–54,253.0
Self-Care Disability,Region VI (Western Visayas),185174,Age: 35–54,90.0
Visual Disability,Region VI (Western Visayas),185174,Age: 35–54,1257.0
Cognitive Disability,Region VI (Western Visayas),2524211,Age: 35–54,413.0
Communication Disability,Region VI (Western Visayas),2524211,Age: 35–54,131.0
Hearing Disability,Region VI (Western Visayas),2524211,Age: 35–54,285.0
Mobility Disability,Region VI (Western Visayas),2524211,Age: 35–54,349.0
Self-Care Disability,Region VI (Western Visayas),2524211,Age: 35–54,98.0
Visual Disability,Region VI (Western Visayas),2524211,Age: 35–54,2029.0
Cognitive Disability,Region VI (Western Visayas),3174389,Age: 35–54,236.0
Communication Disability,Region VI (Western Visayas),3174389,Age: 35–54,115.0
Hearing Disability,Region VI (Western Visayas),3174389,Age: 35–54,203.0
Mobility Disability,Region VI (Western Visayas),3174389,Age: 35–54,237.0
Self-Care Disability,Region VI (Western Visayas),3174389,Age: 35–54,78.0
Visual Disability,Region VI (Western Visayas),3174389,Age: 35–54,1517.0
Cognitive Disability,Region VII (Central Visayas),1365107,Age: 35–54,499.0
Communication Disability,Region VII (Central Visayas),1365107,Age: 35–54,135.0
Hearing Disability,Region VII (Central Visayas),1365107,Age: 35–54,320.0
Mobility Disability,Region VII (Central Visayas),1365107,Age: 35–54,343.0
Self-Care Disability,Region VII (Central Visayas),1365107,Age: 35–54,89.0
Visual Disability,Region VII (Central Visayas),1365107,Age: 35–54,1751.0
Cognitive Disability,Region VII (Central Visayas),5085207,Age: 35–54,261.0
Communication Disability,Region VII (Central Visayas),5085207,Age: 35–54,104.0
Hearing Disability,Region VII (Central Visayas),5085207,Age: 35–54,206.0
Mobility Disability,Region VII (Central Visayas),5085207,Age: 35–54,236.0
Self-Care Disability,Region VII (Central Visayas),5085207,Age: 35–54,70.0
Visual Disability,Region VII (Central Visayas),5085207,Age: 35–54,1426.0
Cognitive Disability,Region VII (Central Visayas),1406274,Age: 35–54,411.0
Communication Disability,Region VII (Central Visayas),1406274,Age: 35–54,128.0
Hearing Disability,Region VII (Central Visayas),1406274,Age: 35–54,240.0
Mobility Disability,Region VII (Central Visayas),1406274,Age: 35–54,319.0
Self-Care Disability,Region VII (Central Visayas),1406274,Age: 35–54,97.0
Visual Disability,Region VII (Central Visayas),1406274,Age: 35–54,1566.0
Cognitive Disability,Region VII (Central Visayas),100457,Age: 35–54,391.0
Communication Disability,Region VII (Central Visayas),100457,Age: 35–54,152.0
Hearing Disability,Region VII (Central Visayas),100457,Age: 35–54,313.0
Mobility Disability,Region VII (Central Visayas),100457,Age: 35–54,379.0
Self-Care Disability,Region VII (Central Visayas),100457,Age: 35–54,89.0
Visual Disability,Region VII (Central Visayas),100457,Age: 35–54,1639.0
Cognitive Disability,Region VIII (Eastern Visayas),179362,Age: 35–54,392.0
Communication Disability,Region VIII (Eastern Visayas),179362,Age: 35–54,133.0
Hearing Disability,Region VIII (Eastern Visayas),179362,Age: 35–54,326.0
Mobility Disability,Region VIII (Eastern Visayas),179362,Age: 35–54,366.0
Self-Care Disability,Region VIII (Eastern Visayas),179362,Age: 35–54,78.0
Visual Disability,Region VIII (Eastern Visayas),179362,Age: 35–54,1398.0
