Region,Province,Sex,Disability,Status,Household Population 5 Years Old and Over with Functional Difficulty,Gender Population,Gender affected by disability per 100k
REGION XI (DAVAO REGION),DAVAO OCCIDENTAL,Male,Mobility Disability,Severe,155,169462.5,91
REGION XI (DAVAO REGION),DAVAO OCCIDENTAL,Male,Self-Care Disability,Mild,702,169462.5,414
REGION XI (DAVAO REGION),DAVAO OCCIDENTAL,Male,Self-Care Disability,Moderate,168,169462.5,99
REGION XI (DAVAO REGION),DAVAO OCCIDENTAL,Male,Self-Care Disability,Severe,158,169462.5,93
REGION XI (DAVAO REGION),DAVAO OCCIDENTAL,Male,Visual Disability,Mild,6641,169462.5,3918
REGION XI (DAVAO REGION),DAVAO OCCIDENTAL,Male,Visual Disability,Moderate,549,169462.5,323
REGION XI (DAVAO REGION),DAVAO OCCIDENTAL,Male,Visual Disability,Severe,72,169462.5,42
REGION XI (DAVAO REGION),DAVAO ORIENTAL,Female,Cognitive Disability,Mild,4494,300265.5,1496
REGION XI (DAVAO REGION),DAVAO ORIENTAL,Female,Cognitive Disability,Moderate,560,300265.5,186
REGION XI (DAVAO REGION),DAVAO ORIENTAL,Female,Cognitive Disability,Severe,150,300265.5,49
REGION XI (DAVAO REGION),DAVAO ORIENTAL,Female,Communication Disability,Mild,1053,300265.5,350
REGION XI (DAVAO REGION),DAVAO ORIENTAL,Female,Communication Disability,Moderate,391,300265.5,130
REGION XI (DAVAO REGION),DAVAO ORIENTAL,Female,Communication Disability,Severe,309,300265.5,102
REGION XI (DAVAO REGION),DAVAO ORIENTAL,Female,Hearing Disability,Mild,4329,300265.5,1441
REGION XI (DAVAO REGION),DAVAO ORIENTAL,Female,Hearing Disability,Moderate,605,300265.5,201
REGION XI (DAVAO REGION),DAVAO ORIENTAL,Female,Hearing Disability,Severe,150,300265.5,49
REGION XI (DAVAO REGION),DAVAO ORIENTAL,Female,Mobility Disability,Mild,4189,300265.5,1395
REGION XI (DAVAO REGION),DAVAO ORIENTAL,Female,Mobility Disability,Moderate,851,300265.5,283
REGION XI (DAVAO REGION),DAVAO ORIENTAL,Female,Mobility Disability,Severe,391,300265.5,130
REGION XI (DAVAO REGION),DAVAO ORIENTAL,Female,Self-Care Disability,Mild,1204,300265.5,400
REGION XI (DAVAO REGION),DAVAO ORIENTAL,Female,Self-Care Disability,Moderate,372,300265.5,123
REGION XI (DAVAO REGION),DAVAO ORIENTAL,Female,Self-Care Disability,Severe,398,300265.5,132
REGION XI (DAVAO REGION),DAVAO ORIENTAL,Female,Visual Disability,Mild,15966,300265.5,5317
REGION XI (DAVAO REGION),DAVAO ORIENTAL,Female,Visual Disability,Moderate,1486,300265.5,494
REGION XI (DAVAO REGION),DAVAO ORIENTAL,Female,Visual Disability,Severe,185,300265.5,61
REGION XI (DAVAO REGION),DAVAO ORIENTAL,Male,Cognitive Disability,Mild,3508,300265.5,1168
REGION XI (DAVAO REGION),DAVAO ORIENTAL,Male,Cognitive Disability,Moderate,435,300265.5,144
REGION XI (DAVAO REGION),DAVAO ORIENTAL,Male,Cognitive Disability,Severe,148,300265.5,49
REGION XI (DAVAO REGION),DAVAO ORIENTAL,Male,Communication Disability,Mild,972,300265.5,323
REGION XI (DAVAO REGION),DAVAO ORIENTAL,Male,Communication Disability,Moderate,373,300265.5,124
REGION XI (DAVAO REGION),DAVAO ORIENTAL,Male,Communication Disability,Severe,301,300265.5,100
REGION XI (DAVAO REGION),DAVAO ORIENTAL,Male,Hearing Disability,Mild,4148,300265.5,1381
REGION XI (DAVAO REGION),DAVAO ORIENTAL,Male,Hearing Disability,Moderate,577,300265.5,192
REGION XI (DAVAO REGION),DAVAO ORIENTAL,Male,Hearing Disability,Severe,159,300265.5,52
REGION XI (DAVAO REGION),DAVAO ORIENTAL,Male,Mobility Disability,Mild,3949,300265.5,1315
REGION XI (DAVAO REGION),DAVAO ORIENTAL,Male,Mobility Disability,Moderate,827,300265.5,275
REGION XI (DAVAO REGION),DAVAO ORIENTAL,Male,Mobility Disability,Severe,328,300265.5,109
REGION XI (DAVAO REGION),DAVAO ORIENTAL,Male,Self-Care Disability,Mild,979,300265.5,326
REGION XI (DAVAO REGION),DAVAO ORIENTAL,Male,Self-Care Disability,Moderate,298,300265.5,99
REGION XI (DAVAO REGION),DAVAO ORIENTAL,Male,Self-Care Disability,Severe,338,300265.5,112
REGION XI (DAVAO REGION),DAVAO ORIENTAL,Male,Visual Disability,Mild,13398,300265.5,4462
REGION XI (DAVAO REGION),DAVAO ORIENTAL,Male,Visual Disability,Moderate,1144,300265.5,380
REGION XI (DAVAO REGION),DAVAO ORIENTAL,Male,Visual Disability,Severe,169,300265.5,56
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),Female,Cognitive Disability,Mild,9397,763574.5,1230
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),Female,Cognitive Disability,Moderate,1189,763574.5,155
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),Female,Cognitive Disability,Severe,347,763574.5,45
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),Female,Communication Disability,Mild,2401,763574.5,314
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),Female,Communication Disability,Moderate,885,763574.5,115
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),Female,Communication Disability,Severe,655,763574.5,85
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),Female,Hearing Disability,Mild,9063,763574.5,1186
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),Female,Hearing Disability,Moderate,1166,763574.5,152
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),Female,Hearing Disability,Severe,273,763574.5,35
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),Female,Mobility Disability,Mild,8416,763574.5,1102
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),Female,Mobility Disability,Moderate,1446,763574.5,189
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),Female,Mobility Disability,Severe,762,763574.5,99
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),Female,Self-Care Disability,Mild,2639,763574.5,345
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),Female,Self-Care Disability,Moderate,801,763574.5,104
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),Female,Self-Care Disability,Severe,842,763574.5,110
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),Female,Visual Disability,Mild,34295,763574.5,4491
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),Female,Visual Disability,Moderate,2399,763574.5,314
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),Female,Visual Disability,Severe,382,763574.5,50
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),Male,Cognitive Disability,Mild,7275,763574.5,952
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),Male,Cognitive Disability,Moderate,987,763574.5,129
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),Male,Cognitive Disability,Severe,367,763574.5,48
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),Male,Communication Disability,Mild,2442,763574.5,319
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),Male,Communication Disability,Moderate,856,763574.5,112
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),Male,Communication Disability,Severe,753,763574.5,98
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),Male,Hearing Disability,Mild,8293,763574.5,1086
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),Male,Hearing Disability,Moderate,1073,763574.5,140
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),Male,Hearing Disability,Severe,322,763574.5,42
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),Male,Mobility Disability,Mild,8189,763574.5,1072
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),Male,Mobility Disability,Moderate,1638,763574.5,214
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),Male,Mobility Disability,Severe,765,763574.5,100
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),Male,Self-Care Disability,Mild,2457,763574.5,321
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),Male,Self-Care Disability,Moderate,776,763574.5,101
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),Male,Self-Care Disability,Severe,887,763574.5,116
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),Male,Visual Disability,Mild,27524,763574.5,3604
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),Male,Visual Disability,Moderate,1874,763574.5,245
REGION XII (SOCCSKSARGEN),COTABATO (NORTH COTABATO),Male,Visual Disability,Severe,376,763574.5,49
REGION XII (SOCCSKSARGEN),SARANGANI,Female,Cognitive Disability,Mild,29879,291895.5,10236
REGION XII (SOCCSKSARGEN),SARANGANI,Female,Cognitive Disability,Moderate,3476,291895.5,1190
REGION XII (SOCCSKSARGEN),SARANGANI,Female,Cognitive Disability,Severe,1048,291895.5,359
REGION XII (SOCCSKSARGEN),SARANGANI,Female,Communication Disability,Mild,5867,291895.5,2009
REGION XII (SOCCSKSARGEN),SARANGANI,Female,Communication Disability,Moderate,2484,291895.5,850
REGION XII (SOCCSKSARGEN),SARANGANI,Female,Communication Disability,Severe,2043,291895.5,699
REGION XII (SOCCSKSARGEN),SARANGANI,Female,Hearing Disability,Mild,25753,291895.5,8822
REGION XII (SOCCSKSARGEN),SARANGANI,Female,Hearing Disability,Moderate,3560,291895.5,1219
REGION XII (SOCCSKSARGEN),SARANGANI,Female,Hearing Disability,Severe,983,291895.5,336
REGION XII (SOCCSKSARGEN),SARANGANI,Female,Mobility Disability,Mild,22070,291895.5,7560
REGION XII (SOCCSKSARGEN),SARANGANI,Female,Mobility Disability,Moderate,4586,291895.5,1571
REGION XII (SOCCSKSARGEN),SARANGANI,Female,Mobility Disability,Severe,2434,291895.5,833
REGION XII (SOCCSKSARGEN),SARANGANI,Female,Self-Care Disability,Mild,6074,291895.5,2080
REGION XII (SOCCSKSARGEN),SARANGANI,Female,Self-Care Disability,Moderate,2151,291895.5,736
REGION XII (SOCCSKSARGEN),SARANGANI,Female,Self-Care Disability,Severe,2684,291895.5,919
REGION XII (SOCCSKSARGEN),SARANGANI,Female,Visual Disability,Mild,93685,291895.5,32095
REGION XII (SOCCSKSARGEN),SARANGANI,Female,Visual Disability,Moderate,6989,291895.5,2394
REGION XII (SOCCSKSARGEN),SARANGANI,Female,Visual Disability,Severe,1101,291895.5,377
REGION XII (SOCCSKSARGEN),SARANGANI,Male,Cognitive Disability,Mild,23030,291895.5,7889
REGION XII (SOCCSKSARGEN),SARANGANI,Male,Cognitive Disability,Moderate,2854,291895.5,977
REGION XII (SOCCSKSARGEN),SARANGANI,Male,Cognitive Disability,Severe,941,291895.5,322
REGION XII (SOCCSKSARGEN),SARANGANI,Male,Communication Disability,Mild,6116,291895.5,2095
REGION XII (SOCCSKSARGEN),SARANGANI,Male,Communication Disability,Moderate,2590,291895.5,887
REGION XII (SOCCSKSARGEN),SARANGANI,Male,Communication Disability,Severe,2171,291895.5,743
REGION XII (SOCCSKSARGEN),SARANGANI,Male,Hearing Disability,Mild,25296,291895.5,8666
REGION XII (SOCCSKSARGEN),SARANGANI,Male,Hearing Disability,Moderate,3663,291895.5,1254
REGION XII (SOCCSKSARGEN),SARANGANI,Male,Hearing Disability,Severe,1091,291895.5,373
REGION XII (SOCCSKSARGEN),SARANGANI,Male,Mobility Disability,Mild,20962,291895.5,7181
REGION XII (SOCCSKSARGEN),SARANGANI,Male,Mobility Disability,Moderate,4848,291895.5,1660
REGION XII (SOCCSKSARGEN),SARANGANI,Male,Mobility Disability,Severe,2214,291895.5,758
REGION XII (SOCCSKSARGEN),SARANGANI,Male,Self-Care Disability,Mild,5635,291895.5,1930
REGION XII (SOCCSKSARGEN),SARANGANI,Male,Self-Care Disability,Moderate,2049,291895.5,701
REGION XII (SOCCSKSARGEN),SARANGANI,Male,Self-Care Disability,Severe,2525,291895.5,865
REGION XII (SOCCSKSARGEN),SARANGANI,Male,Visual Disability,Mild,75303,291895.5,25797
REGION XII (SOCCSKSARGEN),SARANGANI,Male,Visual Disability,Moderate,5639,291895.5,1931
REGION XII (SOCCSKSARGEN),SARANGANI,Male,Visual Disability,Severe,915,291895.5,313
REGION XII (SOCCSKSARGEN),SOUTH COTABATO,Female,Cognitive Disability,Mild,10245,822128.0,1246
REGION XII (SOCCSKSARGEN),SOUTH COTABATO,Female,Cognitive Disability,Moderate,1320,822128.0,160
REGION XII (SOCCSKSARGEN),SOUTH COTABATO,Female,Cognitive Disability,Severe,463,822128.0,56
REGION XII (SOCCSKSARGEN),SOUTH COTABATO,Female,Communication Disability,Mild,2381,822128.0,289
REGION XII (SOCCSKSARGEN),SOUTH COTABATO,Female,Communication Disability,Moderate,904,822128.0,109
REGION XII (SOCCSKSARGEN),SOUTH COTABATO,Female,Communication Disability,Severe,855,822128.0,103
REGION XII (SOCCSKSARGEN),SOUTH COTABATO,Female,Hearing Disability,Mild,9627,822128.0,1170
REGION XII (SOCCSKSARGEN),SOUTH COTABATO,Female,Hearing Disability,Moderate,1172,822128.0,142
REGION XII (SOCCSKSARGEN),SOUTH COTABATO,Female,Hearing Disability,Severe,380,822128.0,46
REGION XII (SOCCSKSARGEN),SOUTH COTABATO,Female,Mobility Disability,Mild,8609,822128.0,1047
REGION XII (SOCCSKSARGEN),SOUTH COTABATO,Female,Mobility Disability,Moderate,1774,822128.0,215
REGION XII (SOCCSKSARGEN),SOUTH COTABATO,Female,Mobility Disability,Severe,1064,822128.0,129
REGION XII (SOCCSKSARGEN),SOUTH COTABATO,Female,Self-Care Disability,Mild,2755,822128.0,335
REGION XII (SOCCSKSARGEN),SOUTH COTABATO,Female,Self-Care Disability,Moderate,913,822128.0,111
REGION XII (SOCCSKSARGEN),SOUTH COTABATO,Female,Self-Care Disability,Severe,1184,822128.0,144
REGION XII (SOCCSKSARGEN),SOUTH COTABATO,Female,Visual Disability,Mild,45904,822128.0,5583
REGION XII (SOCCSKSARGEN),SOUTH COTABATO,Female,Visual Disability,Moderate,2996,822128.0,364
REGION XII (SOCCSKSARGEN),SOUTH COTABATO,Female,Visual Disability,Severe,457,822128.0,55
REGION XII (SOCCSKSARGEN),SOUTH COTABATO,Male,Cognitive Disability,Mild,7514,822128.0,913
REGION XII (SOCCSKSARGEN),SOUTH COTABATO,Male,Cognitive Disability,Moderate,1058,822128.0,128
REGION XII (SOCCSKSARGEN),SOUTH COTABATO,Male,Cognitive Disability,Severe,425,822128.0,51
REGION XII (SOCCSKSARGEN),SOUTH COTABATO,Male,Communication Disability,Mild,2432,822128.0,295
REGION XII (SOCCSKSARGEN),SOUTH COTABATO,Male,Communication Disability,Moderate,973,822128.0,118
REGION XII (SOCCSKSARGEN),SOUTH COTABATO,Male,Communication Disability,Severe,890,822128.0,108
REGION XII (SOCCSKSARGEN),SOUTH COTABATO,Male,Hearing Disability,Mild,8189,822128.0,996
REGION XII (SOCCSKSARGEN),SOUTH COTABATO,Male,Hearing Disability,Moderate,1094,822128.0,133
REGION XII (SOCCSKSARGEN),SOUTH COTABATO,Male,Hearing Disability,Severe,380,822128.0,46
REGION XII (SOCCSKSARGEN),SOUTH COTABATO,Male,Mobility Disability,Mild,8460,822128.0,1029
REGION XII (SOCCSKSARGEN),SOUTH COTABATO,Male,Mobility Disability,Moderate,1911,822128.0,232
REGION XII (SOCCSKSARGEN),SOUTH COTABATO,Male,Mobility Disability,Severe,907,822128.0,110
REGION XII (SOCCSKSARGEN),SOUTH COTABATO,Male,Self-Care Disability,Mild,2581,822128.0,313
REGION XII (SOCCSKSARGEN),SOUTH COTABATO,Male,Self-Care Disability,Moderate,858,822128.0,104
REGION XII (SOCCSKSARGEN),SOUTH COTABATO,Male,Self-Care Disability,Severe,1132,822128.0,137
REGION XII (SOCCSKSARGEN),SOUTH COTABATO,Male,Visual Disability,Mild,33665,822128.0,4094
REGION XII (SOCCSKSARGEN),SOUTH COTABATO,Male,Visual Disability,Moderate,2186,822128.0,265
REGION XII (SOCCSKSARGEN),SOUTH COTABATO,Male,Visual Disability,Severe,376,822128.0,45
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,Female,Cognitive Disability,Mild,8146,427620.5,1904
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,Female,Cognitive Disability,Moderate,650,427620.5,152
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,Female,Cognitive Disability,Severe,126,427620.5,29
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,Female,Communication Disability,Mild,1706,427620.5,398
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,Female,Communication Disability,Moderate,374,427620.5,87
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,Female,Communication Disability,Severe,293,427620.5,68
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,Female,Hearing Disability,Mild,6068,427620.5,1419
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,Female,Hearing Disability,Moderate,583,427620.5,136
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,Female,Hearing Disability,Severe,129,427620.5,30
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,Female,Mobility Disability,Mild,5553,427620.5,1298
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,Female,Mobility Disability,Moderate,837,427620.5,195
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,Female,Mobility Disability,Severe,408,427620.5,95
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,Female,Self-Care Disability,Mild,1987,427620.5,464
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,Female,Self-Care Disability,Moderate,454,427620.5,106
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,Female,Self-Care Disability,Severe,417,427620.5,97
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,Female,Visual Disability,Mild,19534,427620.5,4568
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,Female,Visual Disability,Moderate,1143,427620.5,267
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,Female,Visual Disability,Severe,175,427620.5,40
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,Male,Cognitive Disability,Mild,6504,427620.5,1520
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,Male,Cognitive Disability,Moderate,507,427620.5,118
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,Male,Cognitive Disability,Severe,143,427620.5,33
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,Male,Communication Disability,Mild,1571,427620.5,367
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,Male,Communication Disability,Moderate,402,427620.5,94
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,Male,Communication Disability,Severe,303,427620.5,70
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,Male,Hearing Disability,Mild,5469,427620.5,1278
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,Male,Hearing Disability,Moderate,527,427620.5,123
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,Male,Hearing Disability,Severe,151,427620.5,35
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,Male,Mobility Disability,Mild,5604,427620.5,1310
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,Male,Mobility Disability,Moderate,921,427620.5,215
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,Male,Mobility Disability,Severe,347,427620.5,81
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,Male,Self-Care Disability,Mild,1842,427620.5,430
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,Male,Self-Care Disability,Moderate,416,427620.5,97
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,Male,Self-Care Disability,Severe,361,427620.5,84
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,Male,Visual Disability,Mild,16867,427620.5,3944
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,Male,Visual Disability,Moderate,938,427620.5,219
REGION XII (SOCCSKSARGEN),SULTAN KUDARAT,Male,Visual Disability,Severe,159,427620.5,37
Region I (Ilocos Region),ILOCOS NORTE,Female,Cognitive Disability,Mild,4044,306710.5,1318
Region I (Ilocos Region),ILOCOS NORTE,Female,Cognitive Disability,Moderate,695,306710.5,226
Region I (Ilocos Region),ILOCOS NORTE,Female,Cognitive Disability,Severe,239,306710.5,77
Region I (Ilocos Region),ILOCOS NORTE,Female,Communication Disability,Mild,1284,306710.5,418
Region I (Ilocos Region),ILOCOS NORTE,Female,Communication Disability,Moderate,495,306710.5,161
Region I (Ilocos Region),ILOCOS NORTE,Female,Communication Disability,Severe,374,306710.5,121
Region I (Ilocos Region),ILOCOS NORTE,Female,Hearing Disability,Mild,5982,306710.5,1950
Region I (Ilocos Region),ILOCOS NORTE,Female,Hearing Disability,Moderate,975,306710.5,317
Region I (Ilocos Region),ILOCOS NORTE,Female,Hearing Disability,Severe,198,306710.5,64
Region I (Ilocos Region),ILOCOS NORTE,Female,Mobility Disability,Mild,5830,306710.5,1900
Region I (Ilocos Region),ILOCOS NORTE,Female,Mobility Disability,Moderate,1247,306710.5,406
Region I (Ilocos Region),ILOCOS NORTE,Female,Mobility Disability,Severe,752,306710.5,245
Region I (Ilocos Region),ILOCOS NORTE,Female,Self-Care Disability,Mild,1271,306710.5,414
Region I (Ilocos Region),ILOCOS NORTE,Female,Self-Care Disability,Moderate,513,306710.5,167
Region I (Ilocos Region),ILOCOS NORTE,Female,Self-Care Disability,Severe,838,306710.5,273
Region I (Ilocos Region),ILOCOS NORTE,Female,Visual Disability,Mild,17191,306710.5,5604
Region I (Ilocos Region),ILOCOS NORTE,Female,Visual Disability,Moderate,1379,306710.5,449
Region I (Ilocos Region),ILOCOS NORTE,Female,Visual Disability,Severe,371,306710.5,120
Region I (Ilocos Region),ILOCOS NORTE,Male,Cognitive Disability,Mild,2520,306710.5,821
Region I (Ilocos Region),ILOCOS NORTE,Male,Cognitive Disability,Moderate,414,306710.5,134
Region I (Ilocos Region),ILOCOS NORTE,Male,Cognitive Disability,Severe,175,306710.5,57
Region I (Ilocos Region),ILOCOS NORTE,Male,Communication Disability,Mild,1022,306710.5,333
Region I (Ilocos Region),ILOCOS NORTE,Male,Communication Disability,Moderate,435,306710.5,141
Region I (Ilocos Region),ILOCOS NORTE,Male,Communication Disability,Severe,371,306710.5,120
Region I (Ilocos Region),ILOCOS NORTE,Male,Hearing Disability,Mild,4478,306710.5,1460
Region I (Ilocos Region),ILOCOS NORTE,Male,Hearing Disability,Moderate,760,306710.5,247
Region I (Ilocos Region),ILOCOS NORTE,Male,Hearing Disability,Severe,245,306710.5,79
Region I (Ilocos Region),ILOCOS NORTE,Male,Mobility Disability,Mild,4113,306710.5,1341
Region I (Ilocos Region),ILOCOS NORTE,Male,Mobility Disability,Moderate,1002,306710.5,326
Region I (Ilocos Region),ILOCOS NORTE,Male,Mobility Disability,Severe,559,306710.5,182
