Region,Province,RegCode_New,ProvCode_New,Disability,Sex,Status,Household Population 5 Years Old and Over with Functional Difficulty,Age: 5-19,Age: 20-34,Age: 35–54,Age: 55-80+
Region IV-A (CALABARZON),CAVITE,PH040000000,PH0402100000,Mobility Disability,Female,All,1182,29,41,173,939
Region IV-A (CALABARZON),CAVITE,PH040000000,PH0402100000,Mobility Disability,Female,Mild,865,13,27,121,704
Region IV-A (CALABARZON),CAVITE,PH040000000,PH0402100000,Mobility Disability,Female,Moderate,212,7,10,32,163
Region IV-A (CALABARZON),CAVITE,PH040000000,PH0402100000,Mobility Disability,Female,Severe,105,9,4,20,72
Region IV-A (CALABARZON),CAVITE,PH040000000,PH0402100000,Cognitive Disability,Both Sexes,All,830,96,91,142,501
Region IV-A (CALABARZON),CAVITE,PH040000000,PH0402100000,Cognitive Disability,Both Sexes,Mild,555,40,50,82,383
Region IV-A (CALABARZON),CAVITE,PH040000000,PH0402100000,Cognitive Disability,Both Sexes,Moderate,194,33,29,40,92
Region IV-A (CALABARZON),CAVITE,PH040000000,PH0402100000,Cognitive Disability,Both Sexes,Severe,81,23,12,20,26
Region IV-A (CALABARZON),CAVITE,PH040000000,PH0402100000,Cognitive Disability,Male,All,355,58,53,75,169
Region IV-A (CALABARZON),CAVITE,PH040000000,PH0402100000,Cognitive Disability,Male,Mild,208,23,27,38,120
Region IV-A (CALABARZON),CAVITE,PH040000000,PH0402100000,Cognitive Disability,Male,Moderate,100,19,17,25,39
Region IV-A (CALABARZON),CAVITE,PH040000000,PH0402100000,Cognitive Disability,Male,Severe,47,16,9,12,10
Region IV-A (CALABARZON),CAVITE,PH040000000,PH0402100000,Cognitive Disability,Female,All,475,38,38,67,332
Region IV-A (CALABARZON),CAVITE,PH040000000,PH0402100000,Cognitive Disability,Female,Mild,347,17,23,44,263
Region IV-A (CALABARZON),CAVITE,PH040000000,PH0402100000,Cognitive Disability,Female,Moderate,94,14,12,15,53
Region IV-A (CALABARZON),CAVITE,PH040000000,PH0402100000,Cognitive Disability,Female,Severe,34,7,3,8,16
Region IV-A (CALABARZON),CAVITE,PH040000000,PH0402100000,Self-Care Disability,Both Sexes,All,708,95,63,126,424
Region IV-A (CALABARZON),CAVITE,PH040000000,PH0402100000,Self-Care Disability,Both Sexes,Mild,331,28,29,57,217
Region IV-A (CALABARZON),CAVITE,PH040000000,PH0402100000,Self-Care Disability,Both Sexes,Moderate,162,27,17,30,88
Region IV-A (CALABARZON),CAVITE,PH040000000,PH0402100000,Self-Care Disability,Both Sexes,Severe,215,40,17,39,119
Region IV-A (CALABARZON),CAVITE,PH040000000,PH0402100000,Self-Care Disability,Male,All,332,63,38,66,165
Region IV-A (CALABARZON),CAVITE,PH040000000,PH0402100000,Self-Care Disability,Male,Mild,146,18,17,34,77
Region IV-A (CALABARZON),CAVITE,PH040000000,PH0402100000,Self-Care Disability,Male,Moderate,78,18,10,15,35
Region IV-A (CALABARZON),CAVITE,PH040000000,PH0402100000,Self-Care Disability,Male,Severe,108,27,11,17,53
Region IV-A (CALABARZON),CAVITE,PH040000000,PH0402100000,Self-Care Disability,Female,All,376,32,25,60,259
Region IV-A (CALABARZON),CAVITE,PH040000000,PH0402100000,Self-Care Disability,Female,Mild,185,10,12,23,140
Region IV-A (CALABARZON),CAVITE,PH040000000,PH0402100000,Self-Care Disability,Female,Moderate,84,9,7,15,53
Region IV-A (CALABARZON),CAVITE,PH040000000,PH0402100000,Self-Care Disability,Female,Severe,107,13,6,22,66
Region IV-A (CALABARZON),CAVITE,PH040000000,PH0402100000,Communication Disability,Both Sexes,All,766,160,129,187,290
Region IV-A (CALABARZON),CAVITE,PH040000000,PH0402100000,Communication Disability,Both Sexes,Mild,385,57,58,92,178
Region IV-A (CALABARZON),CAVITE,PH040000000,PH0402100000,Communication Disability,Both Sexes,Moderate,205,46,36,54,69
Region IV-A (CALABARZON),CAVITE,PH040000000,PH0402100000,Communication Disability,Both Sexes,Severe,176,57,35,41,43
Region IV-A (CALABARZON),CAVITE,PH040000000,PH0402100000,Communication Disability,Male,All,428,105,74,112,137
Region IV-A (CALABARZON),CAVITE,PH040000000,PH0402100000,Communication Disability,Male,Mild,206,41,30,55,80
Region IV-A (CALABARZON),CAVITE,PH040000000,PH0402100000,Communication Disability,Male,Moderate,115,25,23,33,34
Region IV-A (CALABARZON),CAVITE,PH040000000,PH0402100000,Communication Disability,Male,Severe,107,39,21,24,23
Region IV-A (CALABARZON),CAVITE,PH040000000,PH0402100000,Communication Disability,Female,All,338,55,55,75,153
Region IV-A (CALABARZON),CAVITE,PH040000000,PH0402100000,Communication Disability,Female,Mild,179,16,28,37,98
Region IV-A (CALABARZON),CAVITE,PH040000000,PH0402100000,Communication Disability,Female,Moderate,90,21,13,21,35
Region IV-A (CALABARZON),CAVITE,PH040000000,PH0402100000,Communication Disability,Female,Severe,69,18,14,17,20
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Visual Disability,Both Sexes,All,5665,221,590,1855,2999
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Visual Disability,Both Sexes,Mild,5456,205,566,1820,2865
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Visual Disability,Both Sexes,Moderate,182,11,21,28,122
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Visual Disability,Both Sexes,Severe,27,5,3,7,12
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Visual Disability,Male,All,2269,75,210,790,1194
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Visual Disability,Male,Mild,2186,66,198,777,1145
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Visual Disability,Male,Moderate,72,5,10,10,47
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Visual Disability,Male,Severe,11,4,2,3,2
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Visual Disability,Female,All,3396,146,380,1065,1805
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Visual Disability,Female,Mild,3270,139,368,1043,1720
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Visual Disability,Female,Moderate,110,6,11,18,75
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Visual Disability,Female,Severe,16,1,1,4,10
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Hearing Disability,Both Sexes,All,894,32,52,127,683
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Hearing Disability,Both Sexes,Mild,820,28,39,119,634
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Hearing Disability,Both Sexes,Moderate,55,1,8,5,41
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Hearing Disability,Both Sexes,Severe,19,3,5,3,8
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Hearing Disability,Male,All,385,25,21,70,269
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Hearing Disability,Male,Mild,351,21,17,64,249
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Hearing Disability,Male,Moderate,25,1,2,5,17
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Hearing Disability,Male,Severe,9,3,2,1,3
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Hearing Disability,Female,All,509,7,31,57,414
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Hearing Disability,Female,Mild,469,7,22,55,385
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Hearing Disability,Female,Moderate,30,0,6,0,24
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Hearing Disability,Female,Severe,10,0,3,2,5
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Mobility Disability,Both Sexes,All,989,26,39,160,764
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Mobility Disability,Both Sexes,Mild,762,12,28,129,593
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Mobility Disability,Both Sexes,Moderate,160,6,10,25,119
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Mobility Disability,Both Sexes,Severe,67,8,1,6,52
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Mobility Disability,Male,All,441,14,21,87,319
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Mobility Disability,Male,Mild,331,8,16,68,239
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Mobility Disability,Male,Moderate,75,1,4,17,53
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Mobility Disability,Male,Severe,35,5,1,2,27
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Mobility Disability,Female,All,548,12,18,73,445
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Mobility Disability,Female,Mild,431,4,12,61,354
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Mobility Disability,Female,Moderate,85,5,6,8,66
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Mobility Disability,Female,Severe,32,3,0,4,25
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Cognitive Disability,Both Sexes,All,474,24,29,82,339
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Cognitive Disability,Both Sexes,Mild,393,13,21,73,286
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Cognitive Disability,Both Sexes,Moderate,59,7,6,6,40
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Cognitive Disability,Both Sexes,Severe,22,4,2,3,13
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Cognitive Disability,Male,All,176,16,10,29,121
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Cognitive Disability,Male,Mild,140,8,5,26,101
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Cognitive Disability,Male,Moderate,26,5,4,3,14
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Cognitive Disability,Male,Severe,10,3,1,0,6
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Cognitive Disability,Female,All,298,8,19,53,218
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Cognitive Disability,Female,Mild,253,5,16,47,185
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Cognitive Disability,Female,Moderate,33,2,2,3,26
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Cognitive Disability,Female,Severe,12,1,1,3,7
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Self-Care Disability,Both Sexes,All,275,23,18,34,200
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Self-Care Disability,Both Sexes,Mild,132,11,10,18,93
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Self-Care Disability,Both Sexes,Moderate,73,3,5,8,57
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Self-Care Disability,Both Sexes,Severe,70,9,3,8,50
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Self-Care Disability,Male,All,119,15,9,20,75
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Self-Care Disability,Male,Mild,54,7,4,10,33
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Self-Care Disability,Male,Moderate,29,1,4,5,19
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Self-Care Disability,Male,Severe,36,7,1,5,23
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Self-Care Disability,Female,All,156,8,9,14,125
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Self-Care Disability,Female,Mild,78,4,6,8,60
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Self-Care Disability,Female,Moderate,44,2,1,3,38
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Self-Care Disability,Female,Severe,34,2,2,3,27
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Communication Disability,Both Sexes,All,236,33,33,36,134
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Communication Disability,Both Sexes,Mild,139,13,12,26,88
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Communication Disability,Both Sexes,Moderate,53,8,14,6,25
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Communication Disability,Both Sexes,Severe,44,12,7,4,21
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Communication Disability,Male,All,122,24,17,21,60
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Communication Disability,Male,Mild,71,9,7,19,36
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Communication Disability,Male,Moderate,27,6,7,2,12
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Communication Disability,Male,Severe,24,9,3,0,12
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Communication Disability,Female,All,114,9,16,15,74
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Communication Disability,Female,Mild,68,4,5,7,52
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Communication Disability,Female,Moderate,26,2,7,4,13
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Communication Disability,Female,Severe,20,3,4,4,9
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Visual Disability,Both Sexes,All,3010,135,272,1014,1589
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Visual Disability,Both Sexes,Mild,2828,127,258,973,1470
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Visual Disability,Both Sexes,Moderate,144,6,12,34,92
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Visual Disability,Both Sexes,Severe,38,2,2,7,27
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Visual Disability,Male,All,1211,64,101,425,621
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Visual Disability,Male,Mild,1130,59,95,408,568
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Visual Disability,Male,Moderate,59,3,4,11,41
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Visual Disability,Male,Severe,22,2,2,6,12
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Visual Disability,Female,All,1799,71,171,589,968
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Visual Disability,Female,Mild,1698,68,163,565,902
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Visual Disability,Female,Moderate,85,3,8,23,51
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Visual Disability,Female,Severe,16,0,0,1,15
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Hearing Disability,Both Sexes,All,704,36,56,123,489
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Hearing Disability,Both Sexes,Mild,610,29,33,107,441
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Hearing Disability,Both Sexes,Moderate,56,2,9,8,37
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Hearing Disability,Both Sexes,Severe,38,5,14,8,11
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Hearing Disability,Male,All,296,17,35,49,195
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Hearing Disability,Male,Mild,253,13,19,45,176
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Hearing Disability,Male,Moderate,21,1,5,1,14
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Hearing Disability,Male,Severe,22,3,11,3,5
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Hearing Disability,Female,All,408,19,21,74,294
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Hearing Disability,Female,Mild,357,16,14,62,265
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Hearing Disability,Female,Moderate,35,1,4,7,23
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Hearing Disability,Female,Severe,16,2,3,5,6
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Mobility Disability,Both Sexes,All,821,38,49,173,561
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Mobility Disability,Both Sexes,Mild,621,17,36,132,436
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Mobility Disability,Both Sexes,Moderate,117,8,7,31,71
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Mobility Disability,Both Sexes,Severe,83,13,6,10,54
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Mobility Disability,Male,All,392,25,28,97,242
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Mobility Disability,Male,Mild,288,11,21,74,182
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Mobility Disability,Male,Moderate,59,6,2,17,34
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Mobility Disability,Male,Severe,45,8,5,6,26
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Mobility Disability,Female,All,429,13,21,76,319
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Mobility Disability,Female,Mild,333,6,15,58,254
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Mobility Disability,Female,Moderate,58,2,5,14,37
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Mobility Disability,Female,Severe,38,5,1,4,28
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Cognitive Disability,Both Sexes,All,400,32,46,73,249
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Cognitive Disability,Both Sexes,Mild,337,20,36,64,217
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Cognitive Disability,Both Sexes,Moderate,41,8,6,4,23
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Cognitive Disability,Both Sexes,Severe,22,4,4,5,9
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Cognitive Disability,Male,All,156,19,22,27,88
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Cognitive Disability,Male,Mild,128,11,16,25,76
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Cognitive Disability,Male,Moderate,17,5,4,1,7
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Cognitive Disability,Male,Severe,11,3,2,1,5
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Cognitive Disability,Female,All,244,13,24,46,161
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Cognitive Disability,Female,Mild,209,9,20,39,141
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Cognitive Disability,Female,Moderate,24,3,2,3,16
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Cognitive Disability,Female,Severe,11,1,2,4,4
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Self-Care Disability,Both Sexes,All,275,27,33,35,180
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Self-Care Disability,Both Sexes,Mild,148,11,14,24,99
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Self-Care Disability,Both Sexes,Moderate,58,7,10,6,35
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Self-Care Disability,Both Sexes,Severe,69,9,9,5,46
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Self-Care Disability,Male,All,129,17,14,18,80
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Self-Care Disability,Male,Mild,72,6,8,15,43
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Self-Care Disability,Male,Moderate,26,6,2,2,16
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Self-Care Disability,Male,Severe,31,5,4,1,21
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Self-Care Disability,Female,All,146,10,19,17,100
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Self-Care Disability,Female,Mild,76,5,6,9,56
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Self-Care Disability,Female,Moderate,32,1,8,4,19
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Self-Care Disability,Female,Severe,38,4,5,4,25
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Communication Disability,Both Sexes,All,250,48,64,40,98
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Communication Disability,Both Sexes,Mild,126,22,21,17,66
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Communication Disability,Both Sexes,Moderate,57,10,17,15,15
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Communication Disability,Both Sexes,Severe,67,16,26,8,17
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Communication Disability,Male,All,122,27,34,14,47
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Communication Disability,Male,Mild,64,9,12,9,34
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Communication Disability,Male,Moderate,24,6,7,4,7
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Communication Disability,Male,Severe,34,12,15,1,6
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Communication Disability,Female,All,128,21,30,26,51
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Communication Disability,Female,Mild,62,13,9,8,32
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Communication Disability,Female,Moderate,33,4,10,11,8
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Communication Disability,Female,Severe,33,4,11,7,11
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Visual Disability,Both Sexes,All,23939,995,2818,8358,11768
Region IV-A (CALABARZON),LAGUNA,PH040000000,PH0403400000,Visual Disability,Both Sexes,Mild,22805,913,2696,8084,11112
