Disability,Region,Status,RegCode_New,Province,Household Population 5 Years Old and Over with Functional Difficulty,Province_pcode,Population,Person affected by disability per 100k,scale affected
Hearing Disability,Cordillera Administrative Region (CAR),Severe,PH140000000,MOUNTAIN PROVINCE,92,PH144400000,156987,59.0,1.7708520116421442
Hearing Disability,MIMAROPA Region,Mild,PH1700000000,MARINDUQUE,5491,PH174000000,241036,2279.0,3.3577443251803754
Hearing Disability,MIMAROPA Region,Mild,PH1700000000,OCCIDENTAL MINDORO,9711,PH175100000,515134,1886.0,3.2755416884013098
Hearing Disability,MIMAROPA Region,Mild,PH1700000000,ORIENTAL MINDORO,15569,PH175200000,901270,1728.0,3.2375437381428744
Hearing Disability,MIMAROPA Region,Mild,PH1700000000,PALAWAN,24910,PH175300000,1216009,2049.0,3.311541958401195
Hearing Disability,MIMAROPA Region,Mild,PH1700000000,ROMBLON,7770,PH175900000,301407,2578.0,3.4112829130173843
Hearing Disability,MIMAROPA Region,Moderate,PH1700000000,MARINDUQUE,833,PH174000000,241036,346.0,2.5390760987927767
Hearing Disability,MIMAROPA Region,Moderate,PH1700000000,OCCIDENTAL MINDORO,1145,PH175100000,515134,223.0,2.3483048630481607
Hearing Disability,MIMAROPA Region,Moderate,PH1700000000,ORIENTAL MINDORO,2230,PH175200000,901270,248.0,2.3944516808262164
Hearing Disability,MIMAROPA Region,Moderate,PH1700000000,PALAWAN,3207,PH175300000,1216009,264.0,2.4216039268698313
Hearing Disability,MIMAROPA Region,Moderate,PH1700000000,ROMBLON,1230,PH175900000,301407,409.0,2.611723308007342
Hearing Disability,MIMAROPA Region,Severe,PH1700000000,MARINDUQUE,261,PH174000000,241036,109.0,2.037426497940624
Hearing Disability,MIMAROPA Region,Severe,PH1700000000,OCCIDENTAL MINDORO,289,PH175100000,515134,57.0,1.7558748556724915
Hearing Disability,MIMAROPA Region,Severe,PH1700000000,ORIENTAL MINDORO,588,PH175200000,901270,66.0,1.8195439355418688
Hearing Disability,MIMAROPA Region,Severe,PH1700000000,PALAWAN,682,PH175300000,1216009,57.0,1.7558748556724915
Hearing Disability,MIMAROPA Region,Severe,PH1700000000,ROMBLON,238,PH175900000,301407,79.0,1.8976270912904414
Hearing Disability,National Capital Region (NCR),Mild,PH130000000,"NCR, FIRST DISTRICT (NOT A PROVINCE)",26053,PH133900000,1886920,1381.0,3.140193678578631
Hearing Disability,National Capital Region (NCR),Mild,PH130000000,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",33434,PH137600000,4015981,833.0,2.9206450014067875
Hearing Disability,National Capital Region (NCR),Mild,PH130000000,"NCR, SECOND DISTRICT (NOT A PROVINCE)",38889,PH137400000,4960933,784.0,2.8943160626844384
Hearing Disability,National Capital Region (NCR),Mild,PH130000000,"NCR, THIRD DISTRICT (NOT A PROVINCE)",27363,PH137500000,2940822,931.0,2.9689496809813427
Hearing Disability,National Capital Region (NCR),Moderate,PH130000000,"NCR, FIRST DISTRICT (NOT A PROVINCE)",2423,PH133900000,1886920,129.0,2.110589710299249
Hearing Disability,National Capital Region (NCR),Moderate,PH130000000,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",3286,PH137600000,4015981,82.0,1.9138138523837167
Hearing Disability,National Capital Region (NCR),Moderate,PH130000000,"NCR, SECOND DISTRICT (NOT A PROVINCE)",4191,PH137400000,4960933,85.0,1.9294189257142926
Hearing Disability,National Capital Region (NCR),Moderate,PH130000000,"NCR, THIRD DISTRICT (NOT A PROVINCE)",2669,PH137500000,2940822,91.0,1.9590413923210936
Hearing Disability,National Capital Region (NCR),Severe,PH130000000,"NCR, FIRST DISTRICT (NOT A PROVINCE)",933,PH133900000,1886920,50.0,1.6989700043360187
Hearing Disability,National Capital Region (NCR),Severe,PH130000000,"NCR, FOURTH DISTRICT (NOT A PROVINCE)",1436,PH137600000,4015981,36.0,1.5563025007672873
Hearing Disability,National Capital Region (NCR),Severe,PH130000000,"NCR, SECOND DISTRICT (NOT A PROVINCE)",1767,PH137400000,4960933,36.0,1.5563025007672873
Hearing Disability,National Capital Region (NCR),Severe,PH130000000,"NCR, THIRD DISTRICT (NOT A PROVINCE)",1015,PH137500000,2940822,35.0,1.5440680443502757
Hearing Disability,REGION XI (DAVAO REGION),Mild,PH110000000,COMPOSTELA VALLEY,13613,PH118200000,774102,1759.0,3.245265839457461
Hearing Disability,REGION XI (DAVAO REGION),Mild,PH110000000,DAVAO DEL NORTE,15708,PH112300000,1056457,1487.0,3.172310968521954
Hearing Disability,REGION XI (DAVAO REGION),Mild,PH110000000,DAVAO DEL SUR,25813,PH112400000,2520852,1024.0,3.010299956639812
Hearing Disability,REGION XI (DAVAO REGION),Mild,PH110000000,DAVAO OCCIDENTAL,4440,PH118600000,338925,1311.0,3.117602691690084
Hearing Disability,REGION XI (DAVAO REGION),Mild,PH110000000,DAVAO ORIENTAL,8477,PH112500000,600531,1412.0,3.149834696715785
Hearing Disability,REGION XI (DAVAO REGION),Moderate,PH110000000,COMPOSTELA VALLEY,1930,PH118200000,774102,250.0,2.3979400086720375
Hearing Disability,REGION XI (DAVAO REGION),Moderate,PH110000000,DAVAO DEL NORTE,1923,PH112300000,1056457,183.0,2.2624510897304293
Hearing Disability,REGION XI (DAVAO REGION),Moderate,PH110000000,DAVAO DEL SUR,3291,PH112400000,2520852,131.0,2.1172712956557644
Hearing Disability,REGION XI (DAVAO REGION),Moderate,PH110000000,DAVAO OCCIDENTAL,534,PH118600000,338925,158.0,2.1986570869544226
Hearing Disability,REGION XI (DAVAO REGION),Moderate,PH110000000,DAVAO ORIENTAL,1182,PH112500000,600531,197.0,2.294466226161593
Hearing Disability,REGION XI (DAVAO REGION),Severe,PH110000000,COMPOSTELA VALLEY,542,PH118200000,774102,71.0,1.8512583487190752
Hearing Disability,REGION XI (DAVAO REGION),Severe,PH110000000,DAVAO DEL NORTE,492,PH112300000,1056457,47.0,1.6720978579357175
Hearing Disability,REGION XI (DAVAO REGION),Severe,PH110000000,DAVAO DEL SUR,1035,PH112400000,2520852,42.0,1.6232492903979006
Hearing Disability,REGION XI (DAVAO REGION),Severe,PH110000000,DAVAO OCCIDENTAL,138,PH118600000,338925,41.0,1.6127838567197355
Hearing Disability,REGION XI (DAVAO REGION),Severe,PH110000000,DAVAO ORIENTAL,309,PH112500000,600531,52.0,1.7160033436347992
Hearing Disability,REGION XII (SOCCSKSARGEN),Mild,PH120000000,COTABATO (NORTH COTABATO),17356,PH124700000,1527149,1137.0,3.0557604646877348
Hearing Disability,REGION XII (SOCCSKSARGEN),Mild,PH120000000,SARANGANI,51049,PH128000000,583791,8745.0,3.9417598138146954
Hearing Disability,REGION XII (SOCCSKSARGEN),Mild,PH120000000,SOUTH COTABATO,17816,PH126300000,1644256,1084.0,3.0350292822023683
Hearing Disability,REGION XII (SOCCSKSARGEN),Mild,PH120000000,SULTAN KUDARAT,11537,PH126500000,855241,1349.0,3.1300119496719043
Hearing Disability,REGION XII (SOCCSKSARGEN),Moderate,PH120000000,COTABATO (NORTH COTABATO),2239,PH124700000,1527149,147.0,2.167317334748176
Hearing Disability,REGION XII (SOCCSKSARGEN),Moderate,PH120000000,SARANGANI,7223,PH128000000,583791,1238.0,3.0927206446840994
Hearing Disability,REGION XII (SOCCSKSARGEN),Moderate,PH120000000,SOUTH COTABATO,2266,PH126300000,1644256,138.0,2.1398790864012365
Hearing Disability,REGION XII (SOCCSKSARGEN),Moderate,PH120000000,SULTAN KUDARAT,1110,PH126500000,855241,130.0,2.113943352306837
Hearing Disability,REGION XII (SOCCSKSARGEN),Severe,PH120000000,COTABATO (NORTH COTABATO),595,PH124700000,1527149,39.0,1.591064607026499
Hearing Disability,REGION XII (SOCCSKSARGEN),Severe,PH120000000,SARANGANI,2074,PH128000000,583791,356.0,2.5514499979728753
Hearing Disability,REGION XII (SOCCSKSARGEN),Severe,PH120000000,SOUTH COTABATO,760,PH126300000,1644256,47.0,1.6720978579357175
Hearing Disability,REGION XII (SOCCSKSARGEN),Severe,PH120000000,SULTAN KUDARAT,280,PH126500000,855241,33.0,1.5185139398778875
Hearing Disability,Region I (Ilocos Region),Mild,PH010000000,ILOCOS NORTE,10460,PH012800000,613421,1706.0,3.231979026831504
Hearing Disability,Region I (Ilocos Region),Mild,PH010000000,ILOCOS SUR,17611,PH012900000,715810,2461.0,3.3911116137028023
Hearing Disability,Region I (Ilocos Region),Mild,PH010000000,LA UNION,15722,PH013300000,828194,1899.0,3.2785249647370174
Hearing Disability,Region I (Ilocos Region),Mild,PH010000000,PANGASINAN,56074,PH015500000,3113382,1802.0,3.255754786643044
Hearing Disability,Region I (Ilocos Region),Moderate,PH010000000,ILOCOS NORTE,1735,PH012800000,613421,283.0,2.45178643552429
Hearing Disability,Region I (Ilocos Region),Moderate,PH010000000,ILOCOS SUR,2734,PH012900000,715810,382.0,2.582063362911709
Hearing Disability,Region I (Ilocos Region),Moderate,PH010000000,LA UNION,2449,PH013300000,828194,296.0,2.4712917110589387
Hearing Disability,Region I (Ilocos Region),Moderate,PH010000000,PANGASINAN,7495,PH015500000,3113382,241.0,2.3820170425748683
Hearing Disability,Region I (Ilocos Region),Severe,PH010000000,ILOCOS NORTE,443,PH012800000,613421,73.0,1.863322860120456
Hearing Disability,Region I (Ilocos Region),Severe,PH010000000,ILOCOS SUR,499,PH012900000,715810,70.0,1.845098040014257
Hearing Disability,Region I (Ilocos Region),Severe,PH010000000,LA UNION,698,PH013300000,828194,85.0,1.9294189257142926
Hearing Disability,Region I (Ilocos Region),Severe,PH010000000,PANGASINAN,1842,PH015500000,3113382,60.0,1.7781512503836436
Hearing Disability,Region II (Cagayan Valley),Mild,PH020000000,BATANES,386,PH020900000,17874,2160.0,3.3344537511509307
Hearing Disability,Region II (Cagayan Valley),Mild,PH020000000,CAGAYAN,27262,PH021500000,1273322,2142.0,3.330819466495837
Hearing Disability,Region II (Cagayan Valley),Mild,PH020000000,ISABELA,34851,PH023100000,1685739,2068.0,3.315550534421905
Hearing Disability,Region II (Cagayan Valley),Mild,PH020000000,NUEVA VIZCAYA,10638,PH025000000,482894,2203.0,3.343014497150768
Hearing Disability,Region II (Cagayan Valley),Mild,PH020000000,QUIRINO,3674,PH025700000,197917,1857.0,3.2688119037397803
Hearing Disability,Region II (Cagayan Valley),Moderate,PH020000000,BATANES,80,PH020900000,17874,448.0,2.651278013998144
Hearing Disability,Region II (Cagayan Valley),Moderate,PH020000000,CAGAYAN,4023,PH021500000,1273322,316.0,2.499687082618404
Hearing Disability,Region II (Cagayan Valley),Moderate,PH020000000,ISABELA,4899,PH023100000,1685739,291.0,2.4638929889859074
Hearing Disability,Region II (Cagayan Valley),Moderate,PH020000000,NUEVA VIZCAYA,1524,PH025000000,482894,316.0,2.499687082618404
Hearing Disability,Region II (Cagayan Valley),Moderate,PH020000000,QUIRINO,552,PH025700000,197917,279.0,2.4456042032735974
Hearing Disability,Region II (Cagayan Valley),Severe,PH020000000,BATANES,19,PH020900000,17874,107.0,2.0293837776852097
Hearing Disability,Region II (Cagayan Valley),Severe,PH020000000,CAGAYAN,1016,PH021500000,1273322,80.0,1.9030899869919435
Hearing Disability,Region II (Cagayan Valley),Severe,PH020000000,ISABELA,1122,PH023100000,1685739,67.0,1.8260748027008264
Hearing Disability,Region II (Cagayan Valley),Severe,PH020000000,NUEVA VIZCAYA,320,PH025000000,482894,67.0,1.8260748027008264
Hearing Disability,Region II (Cagayan Valley),Severe,PH020000000,QUIRINO,122,PH025700000,197917,62.0,1.792391689498254
Hearing Disability,Region III (Central Luzon),Mild,PH030000000,AURORA,3169,PH037700000,227530,1393.0,3.1439511164239633
Hearing Disability,Region III (Central Luzon),Mild,PH030000000,BATAAN,10985,PH030800000,836076,1314.0,3.118595365223762
Hearing Disability,Region III (Central Luzon),Mild,PH030000000,BULACAN,47085,PH031400000,3646679,1292.0,3.1112625136590655
Hearing Disability,Region III (Central Luzon),Mild,PH030000000,NUEVA ECIJA,40058,PH034900000,2355414,1701.0,3.230704313612569
Hearing Disability,Region III (Central Luzon),Mild,PH030000000,PAMPANGA,23070,PH035400000,2893624,798.0,2.9020028913507296
Hearing Disability,Region III (Central Luzon),Mild,PH030000000,TARLAC,18863,PH036900000,1460137,1292.0,3.1112625136590655
Hearing Disability,Region III (Central Luzon),Mild,PH030000000,ZAMBALES,15486,PH037100000,894254,1732.0,3.2385478876813276
Hearing Disability,Region III (Central Luzon),Moderate,PH030000000,AURORA,396,PH037700000,227530,175.0,2.2430380486862944
Hearing Disability,Region III (Central Luzon),Moderate,PH030000000,BATAAN,1307,PH030800000,836076,157.0,2.1958996524092336
Hearing Disability,Region III (Central Luzon),Moderate,PH030000000,BULACAN,5015,PH031400000,3646679,138.0,2.1398790864012365
Hearing Disability,Region III (Central Luzon),Moderate,PH030000000,NUEVA ECIJA,4133,PH034900000,2355414,176.0,2.24551266781415
Hearing Disability,Region III (Central Luzon),Moderate,PH030000000,PAMPANGA,2363,PH035400000,2893624,82.0,1.9138138523837167
Hearing Disability,Region III (Central Luzon),Moderate,PH030000000,TARLAC,2312,PH036900000,1460137,159.0,2.2013971243204513
Hearing Disability,Region III (Central Luzon),Moderate,PH030000000,ZAMBALES,1981,PH037100000,894254,222.0,2.346352974450639
Hearing Disability,Region III (Central Luzon),Severe,PH030000000,AURORA,129,PH037700000,227530,57.0,1.7558748556724915
Hearing Disability,Region III (Central Luzon),Severe,PH030000000,BATAAN,462,PH030800000,836076,56.0,1.7481880270062005
Hearing Disability,Region III (Central Luzon),Severe,PH030000000,BULACAN,1688,PH031400000,3646679,47.0,1.6720978579357175
Hearing Disability,Region III (Central Luzon),Severe,PH030000000,NUEVA ECIJA,1125,PH034900000,2355414,48.0,1.6812412373755872
Hearing Disability,Region III (Central Luzon),Severe,PH030000000,PAMPANGA,897,PH035400000,2893624,31.0,1.4913616938342726
Hearing Disability,Region III (Central Luzon),Severe,PH030000000,TARLAC,675,PH036900000,1460137,47.0,1.6720978579357175
Hearing Disability,Region III (Central Luzon),Severe,PH030000000,ZAMBALES,580,PH037100000,894254,65.0,1.8129133566428555
Hearing Disability,Region IV-A (CALABARZON),Mild,PH040000000,BATANGAS,31107,PH041000000,3033730,1026.0,3.0111473607757975
Hearing Disability,Region IV-A (CALABARZON),Mild,PH040000000,CAVITE,40593,PH042100000,4210866,965.0,2.9845273133437926
Hearing Disability,Region IV-A (CALABARZON),Mild,PH040000000,LAGUNA,34343,PH043400000,3343703,1028.0,3.011993114659257
Hearing Disability,Region IV-A (CALABARZON),Mild,PH040000000,QUEZON,39118,PH045600000,2260033,1731.0,3.238297067875394
Hearing Disability,Region IV-A (CALABARZON),Mild,PH040000000,RIZAL,30952,PH045800000,3208959,965.0,2.9845273133437926
Hearing Disability,Region IV-A (CALABARZON),Moderate,PH040000000,BATANGAS,3901,PH041000000,3033730,129.0,2.110589710299249
Hearing Disability,Region IV-A (CALABARZON),Moderate,PH040000000,CAVITE,4517,PH042100000,4210866,108.0,2.03342375548695
Hearing Disability,Region IV-A (CALABARZON),Moderate,PH040000000,LAGUNA,3525,PH043400000,3343703,106.0,2.0253058652647704
Hearing Disability,Region IV-A (CALABARZON),Moderate,PH040000000,QUEZON,4997,PH045600000,2260033,222.0,2.346352974450639
Hearing Disability,Region IV-A (CALABARZON),Moderate,PH040000000,RIZAL,3435,PH045800000,3208959,108.0,2.03342375548695
Hearing Disability,Region IV-A (CALABARZON),Severe,PH040000000,BATANGAS,1221,PH041000000,3033730,41.0,1.6127838567197355
Hearing Disability,Region IV-A (CALABARZON),Severe,PH040000000,CAVITE,1789,PH042100000,4210866,43.0,1.6334684555795864
Hearing Disability,Region IV-A (CALABARZON),Severe,PH040000000,LAGUNA,1251,PH043400000,3343703,38.0,1.5797835966168101
Hearing Disability,Region IV-A (CALABARZON),Severe,PH040000000,QUEZON,1353,PH045600000,2260033,60.0,1.7781512503836436
Hearing Disability,Region IV-A (CALABARZON),Severe,PH040000000,RIZAL,1181,PH045800000,3208959,37.0,1.568201724066995
Hearing Disability,Region IX (Zamboanga Peninsula),Mild,PH090000000,CITY OF ISABELA (NOT A PROVINCE),1059,PH099700000,127728,830.0,2.9190780923760737
Hearing Disability,Region IX (Zamboanga Peninsula),Mild,PH090000000,ZAMBOANGA DEL NORTE,18842,PH097200000,1047292,1800.0,3.255272505103306
Hearing Disability,Region IX (Zamboanga Peninsula),Mild,PH090000000,ZAMBOANGA DEL SUR,25188,PH097300000,1928337,1307.0,3.116275587580544
Hearing Disability,Region IX (Zamboanga Peninsula),Mild,PH090000000,ZAMBOANGA SIBUGAY,12030,PH098300000,679404,1771.0,3.248218561190075
Hearing Disability,Region IX (Zamboanga Peninsula),Moderate,PH090000000,CITY OF ISABELA (NOT A PROVINCE),88,PH099700000,127728,69.0,1.8388490907372552
Hearing Disability,Region IX (Zamboanga Peninsula),Moderate,PH090000000,ZAMBOANGA DEL NORTE,2438,PH097200000,1047292,233.0,2.367355921026019
Hearing Disability,Region IX (Zamboanga Peninsula),Moderate,PH090000000,ZAMBOANGA DEL SUR,3086,PH097300000,1928337,161.0,2.2068258760318495
Hearing Disability,Region IX (Zamboanga Peninsula),Moderate,PH090000000,ZAMBOANGA SIBUGAY,1588,PH098300000,679404,234.0,2.369215857410143
Hearing Disability,Region IX (Zamboanga Peninsula),Severe,PH090000000,CITY OF ISABELA (NOT A PROVINCE),31,PH099700000,127728,25.0,1.3979400086720377
Hearing Disability,Region IX (Zamboanga Peninsula),Severe,PH090000000,ZAMBOANGA DEL NORTE,618,PH097200000,1047292,60.0,1.7781512503836436
Hearing Disability,Region IX (Zamboanga Peninsula),Severe,PH090000000,ZAMBOANGA DEL SUR,890,PH097300000,1928337,47.0,1.6720978579357175
Hearing Disability,Region IX (Zamboanga Peninsula),Severe,PH090000000,ZAMBOANGA SIBUGAY,397,PH098300000,679404,59.0,1.7708520116421442
Hearing Disability,Region V (Bicol Region),Mild,PH050000000,ALBAY,23203,PH050500000,1396088,1663.0,3.2208922492195193
Hearing Disability,Region V (Bicol Region),Mild,PH050000000,CAMARINES NORTE,12033,PH051600000,622514,1933.0,3.286231854028553
Hearing Disability,Region V (Bicol Region),Mild,PH050000000,CAMARINES SUR,42865,PH051700000,2059495,2082.0,3.3184807251745174
Hearing Disability,Region V (Bicol Region),Mild,PH050000000,CATANDUANES,5657,PH052000000,272941,2073.0,3.3165993020938607
Hearing Disability,Region V (Bicol Region),Mild,PH050000000,MASBATE,12225,PH054100000,937079,1305.0,3.1156105116742996
Hearing Disability,Region V (Bicol Region),Mild,PH050000000,SORSOGON,17306,PH056200000,845718,2047.0,3.311117842662506
Hearing Disability,Region V (Bicol Region),Moderate,PH050000000,ALBAY,3256,PH050500000,1396088,234.0,2.369215857410143
