Region,Province,RegCode_New,ProvCode_New,Disability,Sex,Status,id,Household Population 5 Years Old and Over with Functional Difficulty,Age: 5-19,Age: 20-34,Age: 35–54,Age: 55-80+
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Visual Disability,Both Sexes,Moderate,PH025700000,612,40,42,88,442
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Visual Disability,Both Sexes,Severe,PH025700000,135,16,19,23,77
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Visual Disability,Female,All,PH025700000,5742,125,347,1703,3567
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Visual Disability,Female,Mild,PH025700000,5347,103,322,1657,3265
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Visual Disability,Female,Moderate,PH025700000,320,16,15,38,251
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Visual Disability,Female,Severe,PH025700000,75,6,10,8,51
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Visual Disability,Male,All,PH025700000,4850,126,227,1585,2912
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Visual Disability,Male,Mild,PH025700000,4498,92,191,1520,2695
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Visual Disability,Male,Moderate,PH025700000,292,24,27,50,191
Region II (Cagayan Valley),QUIRINO,PH020000000,PH0205700000,Visual Disability,Male,Severe,PH025700000,60,10,9,15,26
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Cognitive Disability,Both Sexes,All,PH037700000,2700,184,246,577,1693
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Cognitive Disability,Both Sexes,Mild,PH037700000,2223,92,164,503,1464
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Cognitive Disability,Both Sexes,Moderate,PH037700000,342,49,58,56,179
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Cognitive Disability,Both Sexes,Severe,PH037700000,135,43,24,18,50
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Cognitive Disability,Female,All,PH037700000,1548,82,127,305,1034
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Cognitive Disability,Female,Mild,PH037700000,1287,43,84,275,885
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Cognitive Disability,Female,Moderate,PH037700000,192,24,31,21,116
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Cognitive Disability,Female,Severe,PH037700000,69,15,12,9,33
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Cognitive Disability,Male,All,PH037700000,1152,102,119,272,659
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Cognitive Disability,Male,Mild,PH037700000,936,49,80,228,579
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Cognitive Disability,Male,Moderate,PH037700000,150,25,27,35,63
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Cognitive Disability,Male,Severe,PH037700000,66,28,12,9,17
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Communication Disability,Both Sexes,All,PH037700000,1286,264,218,227,577
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Communication Disability,Both Sexes,Mild,PH037700000,711,107,84,123,397
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Communication Disability,Both Sexes,Moderate,PH037700000,297,62,72,53,110
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Communication Disability,Both Sexes,Severe,PH037700000,278,95,62,51,70
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Communication Disability,Female,All,PH037700000,623,105,101,98,319
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Communication Disability,Female,Mild,PH037700000,339,45,31,49,214
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Communication Disability,Female,Moderate,PH037700000,143,22,40,22,59
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Communication Disability,Female,Severe,PH037700000,141,38,30,27,46
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Communication Disability,Male,All,PH037700000,663,159,117,129,258
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Communication Disability,Male,Mild,PH037700000,372,62,53,74,183
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Communication Disability,Male,Moderate,PH037700000,154,40,32,31,51
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Communication Disability,Male,Severe,PH037700000,137,57,32,24,24
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Hearing Disability,Both Sexes,All,PH037700000,3694,155,200,587,2752
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Hearing Disability,Both Sexes,Mild,PH037700000,3169,113,139,513,2404
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Hearing Disability,Both Sexes,Moderate,PH037700000,396,16,22,44,314
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Hearing Disability,Both Sexes,Severe,PH037700000,129,26,39,30,34
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Hearing Disability,Female,All,PH037700000,1948,75,98,276,1499
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Hearing Disability,Female,Mild,PH037700000,1678,57,72,243,1306
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Hearing Disability,Female,Moderate,PH037700000,206,8,9,17,172
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Hearing Disability,Female,Severe,PH037700000,64,10,17,16,21
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Hearing Disability,Male,All,PH037700000,1746,80,102,311,1253
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Hearing Disability,Male,Mild,PH037700000,1491,56,67,270,1098
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Hearing Disability,Male,Moderate,PH037700000,190,8,13,27,142
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Hearing Disability,Male,Severe,PH037700000,65,16,22,14,13
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Mobility Disability,Both Sexes,All,PH037700000,3917,195,226,661,2835
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Mobility Disability,Both Sexes,Mild,PH037700000,2961,96,147,531,2187
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Mobility Disability,Both Sexes,Moderate,PH037700000,620,37,48,85,450
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Mobility Disability,Both Sexes,Severe,PH037700000,336,62,31,45,198
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Mobility Disability,Female,All,PH037700000,2031,74,96,269,1592
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Mobility Disability,Female,Mild,PH037700000,1540,30,57,223,1230
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Mobility Disability,Female,Moderate,PH037700000,309,14,23,32,240
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Mobility Disability,Female,Severe,PH037700000,182,30,16,14,122
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Mobility Disability,Male,All,PH037700000,1886,121,130,392,1243
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Mobility Disability,Male,Mild,PH037700000,1421,66,90,308,957
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Mobility Disability,Male,Moderate,PH037700000,311,23,25,53,210
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Mobility Disability,Male,Severe,PH037700000,154,32,15,31,76
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Self-Care Disability,Both Sexes,All,PH037700000,1241,176,115,137,813
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Self-Care Disability,Both Sexes,Mild,PH037700000,659,58,52,71,478
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Self-Care Disability,Both Sexes,Moderate,PH037700000,244,36,24,26,158
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Self-Care Disability,Both Sexes,Severe,PH037700000,338,82,39,40,177
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Self-Care Disability,Female,All,PH037700000,644,69,50,51,474
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Self-Care Disability,Female,Mild,PH037700000,345,25,22,28,270
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Self-Care Disability,Female,Moderate,PH037700000,124,11,11,10,92
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Self-Care Disability,Female,Severe,PH037700000,175,33,17,13,112
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Self-Care Disability,Male,All,PH037700000,597,107,65,86,339
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Self-Care Disability,Male,Mild,PH037700000,314,33,30,43,208
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Self-Care Disability,Male,Moderate,PH037700000,120,25,13,16,66
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Self-Care Disability,Male,Severe,PH037700000,163,49,22,27,65
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Visual Disability,Both Sexes,All,PH037700000,10125,261,526,3064,6274
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Visual Disability,Both Sexes,Mild,PH037700000,9380,205,478,2950,5747
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Visual Disability,Both Sexes,Moderate,PH037700000,603,40,34,93,436
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Visual Disability,Both Sexes,Severe,PH037700000,142,16,14,21,91
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Visual Disability,Female,All,PH037700000,5610,132,306,1610,3562
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Visual Disability,Female,Mild,PH037700000,5189,107,286,1557,3239
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Visual Disability,Female,Moderate,PH037700000,340,19,16,40,265
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Visual Disability,Female,Severe,PH037700000,81,6,4,13,58
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Visual Disability,Male,All,PH037700000,4515,129,220,1454,2712
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Visual Disability,Male,Mild,PH037700000,4191,98,192,1393,2508
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Visual Disability,Male,Moderate,PH037700000,263,21,18,53,171
Region III (Central Luzon),AURORA,PH030000000,PH0307700000,Visual Disability,Male,Severe,PH037700000,61,10,10,8,33
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Cognitive Disability,Both Sexes,All,PH030800000,8093,470,733,1834,5056
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Cognitive Disability,Both Sexes,Mild,PH030800000,6794,273,540,1625,4356
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Cognitive Disability,Both Sexes,Moderate,PH030800000,956,120,127,147,562
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Cognitive Disability,Both Sexes,Severe,PH030800000,343,77,66,62,138
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Cognitive Disability,Female,All,PH030800000,5047,208,430,1169,3240
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Cognitive Disability,Female,Mild,PH030800000,4345,129,353,1079,2784
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Cognitive Disability,Female,Moderate,PH030800000,536,46,56,67,367
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Cognitive Disability,Female,Severe,PH030800000,166,33,21,23,89
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Cognitive Disability,Male,All,PH030800000,3046,262,303,665,1816
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Cognitive Disability,Male,Mild,PH030800000,2449,144,187,546,1572
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Cognitive Disability,Male,Moderate,PH030800000,420,74,71,80,195
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Cognitive Disability,Male,Severe,PH030800000,177,44,45,39,49
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Communication Disability,Both Sexes,All,PH030800000,3832,751,667,730,1684
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Communication Disability,Both Sexes,Mild,PH030800000,2042,297,265,355,1125
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Communication Disability,Both Sexes,Moderate,PH030800000,960,214,198,201,347
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Communication Disability,Both Sexes,Severe,PH030800000,830,240,204,174,212
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Communication Disability,Female,All,PH030800000,1943,322,306,328,987
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Communication Disability,Female,Mild,PH030800000,1031,120,105,142,664
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Communication Disability,Female,Moderate,PH030800000,498,96,103,98,201
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Communication Disability,Female,Severe,PH030800000,414,106,98,88,122
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Communication Disability,Male,All,PH030800000,1889,429,361,402,697
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Communication Disability,Male,Mild,PH030800000,1011,177,160,213,461
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Communication Disability,Male,Moderate,PH030800000,462,118,95,103,146
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Communication Disability,Male,Severe,PH030800000,416,134,106,86,90
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Hearing Disability,Both Sexes,All,PH030800000,12754,592,774,2280,9108
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Hearing Disability,Both Sexes,Mild,PH030800000,10985,395,572,2000,8018
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Hearing Disability,Both Sexes,Moderate,PH030800000,1307,77,93,175,962
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Hearing Disability,Both Sexes,Severe,PH030800000,462,120,109,105,128
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Hearing Disability,Female,All,PH030800000,7030,289,381,1163,5197
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Hearing Disability,Female,Mild,PH030800000,6088,204,288,1028,4568
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Hearing Disability,Female,Moderate,PH030800000,714,31,44,89,550
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Hearing Disability,Female,Severe,PH030800000,228,54,49,46,79
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Hearing Disability,Male,All,PH030800000,5724,303,393,1117,3911
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Hearing Disability,Male,Mild,PH030800000,4897,191,284,972,3450
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Hearing Disability,Male,Moderate,PH030800000,593,46,49,86,412
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Hearing Disability,Male,Severe,PH030800000,234,66,60,59,49
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Mobility Disability,Both Sexes,All,PH030800000,14946,499,665,2580,11202
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Mobility Disability,Both Sexes,Mild,PH030800000,11311,253,407,1971,8680
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Mobility Disability,Both Sexes,Moderate,PH030800000,2554,113,153,443,1845
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Mobility Disability,Both Sexes,Severe,PH030800000,1081,133,105,166,677
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Mobility Disability,Female,All,PH030800000,8180,233,268,1081,6598
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Mobility Disability,Female,Mild,PH030800000,6287,125,165,857,5140
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Mobility Disability,Female,Moderate,PH030800000,1307,48,56,148,1055
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Mobility Disability,Female,Severe,PH030800000,586,60,47,76,403
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Mobility Disability,Male,All,PH030800000,6766,266,397,1499,4604
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Mobility Disability,Male,Mild,PH030800000,5024,128,242,1114,3540
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Mobility Disability,Male,Moderate,PH030800000,1247,65,97,295,790
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Mobility Disability,Male,Severe,PH030800000,495,73,58,90,274
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Self-Care Disability,Both Sexes,All,PH030800000,4212,635,407,588,2582
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Self-Care Disability,Both Sexes,Mild,PH030800000,2331,310,199,341,1481
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Self-Care Disability,Both Sexes,Moderate,PH030800000,841,116,97,128,500
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Self-Care Disability,Both Sexes,Severe,PH030800000,1040,209,111,119,601
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Self-Care Disability,Female,All,PH030800000,2334,289,203,282,1560
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Self-Care Disability,Female,Mild,PH030800000,1340,153,113,179,895
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Self-Care Disability,Female,Moderate,PH030800000,451,58,39,50,304
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Self-Care Disability,Female,Severe,PH030800000,543,78,51,53,361
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Self-Care Disability,Male,All,PH030800000,1878,346,204,306,1022
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Self-Care Disability,Male,Mild,PH030800000,991,157,86,162,586
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Self-Care Disability,Male,Moderate,PH030800000,390,58,58,78,196
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Self-Care Disability,Male,Severe,PH030800000,497,131,60,66,240
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Visual Disability,Both Sexes,All,PH030800000,66535,3173,6551,22641,34170
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Visual Disability,Both Sexes,Mild,PH030800000,61905,2865,6093,21643,31304
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Visual Disability,Both Sexes,Moderate,PH030800000,4229,253,413,923,2640
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Visual Disability,Both Sexes,Severe,PH030800000,401,55,45,75,226
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Visual Disability,Female,All,PH030800000,39212,1884,4295,13172,19861
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Visual Disability,Female,Mild,PH030800000,36427,1710,4026,12608,18083
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Visual Disability,Female,Moderate,PH030800000,2564,146,246,531,1641
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Visual Disability,Female,Severe,PH030800000,221,28,23,33,137
Region III (Central Luzon),BATAAN,PH030000000,PH0300800000,Visual Disability,Male,All,PH030800000,27323,1289,2256,9469,14309
